COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15, MAIN TYPE 
SFCL,N,0,SENKADAGALA,2022-02-21,599.5,21,2,2022,0.0,-52.67957011651322,-51.84799227977857,-0.8315778367346454,616.825,714.7840542818253,518.8659457181748,7.0,44.125,44.125,568.75,568.75,568.75,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,657.25,652.0,658.0,708.25,708.25,708.25,778.5,778.5,778.5,765.0,765.0,796.25,885.5,793.25,893.75,857.5,819.0,586.6071428571429,597.3928571428571,690.3,,,,,
SFCL,N,0,SENKADAGALA,2022-02-22,500.0,22,2,2022,0.0,-58.06973846528467,-53.0923415168798,-4.9773969484048735,605.175,712.3407717350976,498.0092282649023,-10.0,44.55357142857143,44.55357142857143,538.25,568.75,568.75,568.75,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,657.25,652.0,658.0,708.25,708.25,708.25,778.5,778.5,778.5,765.0,765.0,796.25,885.5,793.25,893.75,857.5,577.7857142857143,588.8928571428571,680.9416666666667,,,,,
SFCL,N,0,SENKADAGALA,2022-02-23,475.25,23,2,2022,0.0,-64.24357704662657,-55.32258862282916,-8.92098842379741,591.8875,710.5279868987778,473.24701310122225,7.0,45.642857142857146,45.642857142857146,475.25,538.25,568.75,568.75,568.75,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,657.25,652.0,658.0,708.25,708.25,708.25,778.5,778.5,778.5,765.0,765.0,796.25,885.5,793.25,893.75,559.9642857142857,579.9821428571429,668.2,,,,,
SFCL,N,0,SENKADAGALA,2022-02-24,500.0,24,2,2022,0.0,-68.34850953005264,-57.92777280427386,-10.42073672577878,578.6,701.8064378017222,455.39356219827795,-4.0,45.642857142857146,45.642857142857146,442.5,475.25,538.25,568.75,568.75,568.75,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,657.25,652.0,658.0,708.25,708.25,708.25,778.5,778.5,778.5,765.0,765.0,796.25,885.5,793.25,537.4642857142857,568.7321428571429,653.1583333333333,,,,,
SFCL,N,0,SENKADAGALA,2022-02-25,440.0,25,2,2022,26.143024618991802,-66.33843088282163,-59.609904419983415,-6.728526462838211,570.6125,692.8546534453133,448.37034655468665,5.0,49.285714285714285,49.285714285714285,442.5,442.5,475.25,538.25,568.75,568.75,568.75,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,657.25,652.0,658.0,708.25,708.25,708.25,778.5,778.5,778.5,765.0,765.0,796.25,885.5,514.9642857142857,557.4821428571429,641.4666666666667,,,,,
SFCL,N,0,SENKADAGALA,2022-02-28,514.5,28,2,2022,26.143024618991802,-64.0075894255001,-60.48944142108675,-3.518148004413348,562.925,682.9341114961919,442.91588850380805,-7.0,50.625,50.625,498.25,442.5,442.5,475.25,538.25,568.75,568.75,568.75,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,657.25,652.0,658.0,708.25,708.25,708.25,778.5,778.5,778.5,765.0,765.0,796.25,504.89285714285717,550.2142857142857,628.5583333333333,,,,,
SFCL,N,0,SENKADAGALA,2022-03-02,519.75,2,3,2022,32.90734824281151,-59.73690065494338,-60.33893326785808,0.602032612914698,556.05,668.8441301197621,443.25586988023775,-2.0,50.875,50.875,498.25,498.25,442.5,442.5,475.25,538.25,568.75,568.75,568.75,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,657.25,652.0,658.0,708.25,708.25,708.25,778.5,778.5,778.5,765.0,765.0,494.82142857142856,542.9464285714286,618.625,,,,,
SFCL,N,0,SENKADAGALA,2022-03-03,402.75,3,3,2022,32.90734824281151,-55.71015702382408,-59.41317801905128,3.703020995227199,552.0375,663.9547950041806,440.1202049958194,2.0,63.607142857142854,63.607142857142854,519.75,498.25,498.25,442.5,442.5,475.25,538.25,568.75,568.75,568.75,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,657.25,652.0,658.0,708.25,708.25,708.25,778.5,778.5,778.5,765.0,487.82142857142856,537.2142857142857,610.45,,,,,
SFCL,N,0,SENKADAGALA,2022-03-04,402.0,4,3,2022,32.90734824281151,-51.920427318259726,-57.91462787889297,5.994200560633246,548.025,658.4463103955657,437.60368960443435,-1.0,69.875,69.875,519.75,519.75,498.25,498.25,442.5,442.5,475.25,538.25,568.75,568.75,568.75,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,657.25,652.0,658.0,708.25,708.25,708.25,778.5,778.5,778.5,485.17857142857144,531.4821428571429,602.275,,,,,
SFCL,N,0,SENKADAGALA,2022-03-07,555.5,7,3,2022,32.90734824281151,-48.35958008662658,-56.0036183204397,7.64403823381312,544.0125,652.2930171521499,435.73198284785025,-2.0,71.71428571428571,71.71428571428571,519.75,519.75,519.75,498.25,498.25,442.5,442.5,475.25,538.25,568.75,568.75,568.75,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,657.25,652.0,658.0,708.25,708.25,708.25,778.5,778.5,491.5357142857143,525.75,593.65,,,,,
