COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30
RIL,N,0,R I L PROPERTY,2023-03-01,5.6,,,,,1,3,2023,44.4444444444444,-0.03770708445870863,-0.039256557952596624,0.0015494734938879956,5.59,5.813842049574907,5.366157950425093,-126.0,0.1999999999999998,0.1999999999999998,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.8,5.7,5.6,5.8,5.8,5.8,5.8,5.6,5.7,5.7,5.7,5.5,5.542857142857144,5.55,5.629999999999998
RIL,N,0,R I L PROPERTY,2023-03-02,5.6,,,,,2,3,2023,54.54545454545454,-0.015587908177453258,-0.03452282799756796,0.0189349198201147,5.590000000000001,5.813842049574908,5.366157950425094,55.0,0.21428571428571416,0.21428571428571416,5.6,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.8,5.7,5.6,5.8,5.8,5.8,5.8,5.6,5.7,5.7,5.7,5.557142857142858,5.542857142857143,5.633333333333332
RIL,N,0,R I L PROPERTY,2023-03-03,5.9,,,,,3,3,2023,54.54545454545458,-0.006057637208635391,-0.028829789839781447,0.022772152631146056,5.584999999999999,5.792997975698651,5.377002024301347,-34.0,0.22142857142857134,0.22142857142857134,5.8,5.6,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.8,5.7,5.6,5.8,5.8,5.8,5.8,5.6,5.7,5.7,5.6000000000000005,5.549999999999999,5.636666666666667
RIL,N,0,R I L PROPERTY,2023-03-07,5.8,,,,,7,3,2023,60.000000000000036,0.0014781322080583692,-0.022768205430213486,0.024246337638271855,5.585,5.792997975698652,5.377002024301348,31.0,0.23571428571428563,0.23571428571428563,5.7,5.8,5.6,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.8,5.7,5.6,5.8,5.8,5.8,5.8,5.6,5.7,5.614285714285715,5.557142857142857,5.636666666666668
RIL,N,0,R I L PROPERTY,2023-03-08,5.8,,,,,8,3,2023,63.63636363636367,0.015342588221614939,-0.015146046699847801,0.03048863492146274,5.595,5.824186203313973,5.365813796686027,80.0,0.24285714285714283,0.24285714285714283,5.7,5.7,5.8,5.6,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.8,5.7,5.6,5.8,5.8,5.8,5.8,5.6,5.628571428571428,5.571428571428571,5.636666666666668
RIL,N,0,R I L PROPERTY,2023-03-09,5.8,,,,,9,3,2023,73.33333333333339,0.05793904135791639,-0.0005290290882949637,0.05846807044621135,5.625,5.979668117659609,5.270331882340391,35.0,0.2714285714285714,0.2714285714285714,5.8,5.7,5.7,5.8,5.6,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.8,5.7,5.6,5.8,5.8,5.8,5.8,5.6571428571428575,5.592857142857143,5.643333333333334
RIL,N,0,R I L PROPERTY,2023-03-10,6.1,,,,,10,3,2023,68.75000000000001,0.07469764092216469,0.014516304913796968,0.06018133600836772,5.64,6.031488387943674,5.248511612056325,-152.0,0.2857142857142857,0.2857142857142857,6.2,5.8,5.7,5.7,5.8,5.6,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.8,5.7,5.6,5.8,5.8,5.8,5.742857142857142,5.642857142857143,5.656666666666667
RIL,N,0,R I L PROPERTY,2023-03-13,6.2,,,,,13,3,2023,55.55555555555557,0.06304471874689277,0.02422198768041613,0.03882273106647664,5.64,6.031488387943674,5.248511612056325,36.0,0.3142857142857144,0.3142857142857144,6.0,6.2,5.8,5.7,5.7,5.8,5.6,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.8,5.7,5.6,5.8,5.8,5.828571428571428,5.685714285714286,5.663333333333335
RIL,N,0,R I L PROPERTY,2023-03-14,5.8,,,,,14,3,2023,55.55555555555557,0.053196478082541354,0.03001688576084118,0.023179592321700176,5.6450000000000005,6.03689149948477,5.253108500515231,0.0,0.31428571428571445,0.31428571428571445,5.7,6.0,6.2,5.8,5.7,5.7,5.8,5.6,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.8,5.7,5.6,5.8,5.8428571428571425,5.7,5.66
RIL,N,0,R I L PROPERTY,2023-03-15,5.9,,,,,15,3,2023,55.55555555555557,0.05285160031893277,0.0345838286724595,0.018267771646473266,5.66,6.0514883879436745,5.268511612056326,-52.0,0.29285714285714304,0.29285714285714304,5.7,5.7,6.0,6.2,5.8,5.7,5.7,5.8,5.6,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.8,5.7,5.6,5.828571428571429,5.7142857142857135,5.656666666666666
RIL,N,0,R I L PROPERTY,2023-03-16,5.8,,,,,16,3,2023,63.63636363636366,0.08388793141218542,0.04444464922040468,0.03944328219178074,5.695,6.146780104871712,5.243219895128289,176.0,0.32142857142857156,0.32142857142857156,5.8,5.7,5.7,6.0,6.2,5.8,5.7,5.7,5.8,5.6,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.8,5.7,5.8428571428571425,5.728571428571427,5.663333333333332
RIL,N,0,R I L PROPERTY,2023-03-17,6.3,,,,,17,3,2023,65.21739130434784,0.11522536538653227,0.0586007924536302,0.05662457293290207,5.735,6.251159909942238,5.218840090057762,54.0,0.32142857142857156,0.32142857142857156,6.2,5.8,5.7,5.7,6.0,6.2,5.8,5.7,5.7,5.8,5.6,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.8,5.914285714285714,5.7714285714285705,5.680000000000001
RIL,N,0,R I L PROPERTY,2023-03-20,6.4,,,,,20,3,2023,60.00000000000001,0.122509960490234,0.07138262606095097,0.05112733442928302,5.77,6.28544564264946,5.254554357350539,-152.0,0.33571428571428585,0.33571428571428585,6.3,6.2,5.8,5.7,5.7,6.0,6.2,5.8,5.7,5.7,5.8,5.6,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.6,5.6,5.7,5.8,5.985714285714287,5.821428571428571,5.696666666666666
