COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30, MAIN TYPE , MAIN TYPE
CLC,N,0,COMM LEASE & FIN,2019-03-07,2.6,7,3,2019,37.5,-0.03705508620779607,-0.02357705638450842,-0.013478029823287652,2.5500000000000003,2.715434038373705,2.3845659616262957,-1.0,0.12142857142857154,0.12142857142857154,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.7,2.7,2.5,2.8,3.0,3.0,3.0,2.9,2.5,2.5285714285714285,2.5357142857142856,2.6300000000000003,,
CLC,N,0,COMM LEASE & FIN,2019-03-08,2.6,8,3,2019,28.57142857142857,-0.04342736106601386,-0.027547117320809514,-0.015880243745204345,2.54,2.71651599003162,2.36348400996838,4.0,0.1285714285714287,0.1285714285714287,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.7,2.7,2.5,2.8,3.0,3.0,3.0,2.9,2.5142857142857147,2.521428571428572,2.6266666666666665,,
CLC,N,0,COMM LEASE & FIN,2019-03-12,2.5,12,3,2019,40.0,-0.04792498540147205,-0.03162269093694202,-0.016302294464530034,2.5300000000000002,2.7146761033753304,2.34532389662467,-4.0,0.12142857142857154,0.12142857142857154,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.7,2.7,2.5,2.8,3.0,3.0,3.0,2.4857142857142853,2.5,2.61,,
CLC,N,0,COMM LEASE & FIN,2019-03-13,2.6,13,3,2019,50.0,-0.042925403494478154,-0.03388323344844925,-0.009042170046028905,2.52,2.6867017506933006,2.3532982493066994,5.0,0.13571428571428584,0.13571428571428584,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.7,2.7,2.5,2.8,3.0,3.0,2.471428571428571,2.492857142857143,2.5900000000000003,,
CLC,N,0,COMM LEASE & FIN,2019-03-15,2.6,15,3,2019,50.0,-0.03851917375544334,-0.03481042150984807,-0.003708752245595269,2.5149999999999997,2.6775455401774524,2.352454459822547,-5.0,0.142857142857143,0.142857142857143,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.7,2.7,2.5,2.8,3.0,2.4714285714285715,2.492857142857143,2.5733333333333333,,
CLC,N,0,COMM LEASE & FIN,2019-03-21,2.4,21,3,2019,42.857142857142854,-0.04260524249260467,-0.03636938570639939,-0.006235856786205279,2.505,2.670115589496382,2.339884410503618,4.0,0.13571428571428584,0.13571428571428584,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.7,2.7,2.5,2.8,2.4571428571428577,2.4928571428571433,2.5566666666666666,,
CLC,N,0,COMM LEASE & FIN,2019-03-22,2.3,22,3,2019,37.5,-0.05329825654602072,-0.03975515987432365,-0.013543096671697064,2.4899999999999998,2.6723819012258003,2.307618098774199,-2.0,0.1285714285714287,0.1285714285714287,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.7,2.7,2.5,2.4285714285714284,2.485714285714286,2.5433333333333334,,
CLC,N,0,COMM LEASE & FIN,2019-03-26,2.3,26,3,2019,44.44444444444444,-0.05309137859304425,-0.042422403618067775,-0.010668974974976472,2.475,2.6322795031314126,2.3177204968685876,-1.0,0.13571428571428584,0.13571428571428584,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.7,2.7,2.414285714285714,2.4714285714285715,2.5366666666666666,,
CLC,N,0,COMM LEASE & FIN,2019-03-27,2.3,27,3,2019,33.33333333333333,-0.06030147274848385,-0.045998217444150995,-0.014303255304332858,2.465,2.640018795983086,2.2899812040169136,0.0,0.13571428571428584,0.13571428571428584,2.4,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.7,2.414285714285714,2.4642857142857144,2.526666666666666,,
CLC,N,0,COMM LEASE & FIN,2019-03-28,2.5,28,3,2019,50.0,-0.049308794690797075,-0.04666033289348021,-0.002648461797316863,2.465,2.640018795983086,2.2899812040169136,1.0,0.15000000000000013,0.15000000000000013,2.3,2.4,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.3999999999999995,2.442857142857143,2.5133333333333328,,
CLC,N,0,COMM LEASE & FIN,2019-03-29,2.6,29,3,2019,54.54545454545455,-0.032157166073626176,-0.04375969952950941,0.011602533455883232,2.4699999999999998,2.65467610337533,2.2853238966246696,-1.0,0.15000000000000013,0.15000000000000013,2.5,2.3,2.4,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.6,2.414285714285714,2.442857142857143,2.5099999999999993,,
CLC,N,0,COMM LEASE & FIN,2019-04-01,2.6,1,4,2019,50.0,-0.01835281697386426,-0.03867832301838038,0.02032550604451612,2.475,2.6683091333916544,2.2816908666083457,-1.0,0.142857142857143,0.142857142857143,2.6,2.5,2.3,2.4,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.4285714285714284,2.4499999999999997,2.5099999999999993,,
CLC,N,0,COMM LEASE & FIN,2019-04-02,2.6,2,4,2019,50.0,-0.0073282948361721445,-0.03240831738193874,0.025080022545766592,2.4799999999999995,2.6810498759800154,2.2789501240199836,0.0,0.1285714285714287,0.1285714285714287,2.6,2.6,2.5,2.3,2.4,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.6,2.4428571428571426,2.4499999999999997,2.5099999999999993,,
CLC,N,0,COMM LEASE & FIN,2019-04-03,2.6,3,4,2019,62.50000000000001,0.0013926646145687727,-0.025648120982637235,0.027040785597206008,2.485,2.6929979756986535,2.2770020243013462,2.0,0.12142857142857154,0.12142857142857154,2.6,2.6,2.6,2.5,2.3,2.4,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.7,2.4714285714285715,2.4499999999999997,2.5099999999999993,,
CLC,N,0,COMM LEASE & FIN,2019-04-04,2.6,4,4,2019,62.50000000000001,0.008209454331080224,-0.018876605919893746,0.02708606025097397,2.485,2.6929979756986535,2.2770020243013462,-2.0,0.10714285714285723,0.10714285714285723,2.6,2.6,2.6,2.6,2.5,2.3,2.4,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.6,2.514285714285714,2.464285714285714,2.506666666666666,,
CLC,N,0,COMM LEASE & FIN,2019-04-05,2.5,5,4,2019,55.55555555555556,0.005479480982693907,-0.014005388539376216,0.019484869522070125,2.485,2.6929979756986535,2.2770020243013462,20.0,0.10714285714285723,0.10714285714285723,2.6,2.6,2.6,2.6,2.6,2.5,2.3,2.4,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.6,2.542857142857143,2.478571428571428,2.5066666666666664,,
CLC,N,0,COMM LEASE & FIN,2019-04-08,2.5,8,4,2019,55.55555555555556,0.0032781687469758403,-0.010548677082105806,0.013826845829081646,2.485,2.6929979756986535,2.2770020243013462,-13.0,0.10000000000000009,0.10000000000000009,2.5,2.6,2.6,2.6,2.6,2.6,2.5,2.3,2.4,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.6,2.5714285714285716,2.4857142857142853,2.503333333333333,,
CLC,N,0,COMM LEASE & FIN,2019-04-09,2.5,9,4,2019,44.44444444444444,-0.006461072107184496,-0.009731156087121544,0.003270083979937048,2.475,2.6789091645032705,2.2710908354967296,-1.0,0.09285714285714294,0.09285714285714294,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.5,2.3,2.4,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.6,2.6,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.5714285714285716,2.492857142857143,2.5,,
