COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30
KPHL,N,0,KAPRUKA,2023-03-01,8.6,,,,,1,3,2023,46.1538461538461,0.016478723300711096,0.026060442169779912,-0.009581718869068816,8.745000000000001,8.983194966582548,8.506805033417454,7.0,0.2071428571428573,0.2071428571428573,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.9,8.6,8.8,8.8,8.7,8.5,8.8,8.8,9.2,8.8,8.7,8.4,8.671428571428573,8.721428571428572,8.743333333333334
KPHL,N,0,KAPRUKA,2023-03-02,8.9,,,,,2,3,2023,53.33333333333332,0.030607531991325487,0.026969860134089026,0.003637671857236461,8.745000000000001,8.983194966582548,8.506805033417454,-7.0,0.22142857142857167,0.22142857142857167,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.9,8.6,8.8,8.8,8.7,8.5,8.8,8.8,9.2,8.8,8.7,8.671428571428573,8.714285714285714,8.753333333333334
KPHL,N,0,KAPRUKA,2023-03-03,8.8,,,,,3,3,2023,50.0,0.03335109968920058,0.028246108045111337,0.0051049916440892434,8.745000000000001,8.983194966582548,8.506805033417454,0.0,0.21428571428571455,0.21428571428571455,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.9,8.6,8.8,8.8,8.7,8.5,8.8,8.8,9.2,8.8,8.714285714285714,8.721428571428572,8.76
KPHL,N,0,KAPRUKA,2023-03-07,8.8,,,,,7,3,2023,52.94117647058822,0.05107496498309949,0.03281187943270897,0.018263085550390523,8.75,9.005466549463398,8.494533450536602,14.0,0.22142857142857178,0.22142857142857178,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.9,8.6,8.8,8.8,8.7,8.5,8.8,8.8,9.2,8.742857142857144,8.721428571428572,8.76
KPHL,N,0,KAPRUKA,2023-03-08,8.8,,,,,8,3,2023,47.36842105263159,0.04842471739304166,0.03593444702477551,0.012490270368266151,8.754999999999999,9.010260444912326,8.499739555087672,-6.0,0.20714285714285754,0.20714285714285754,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.9,8.6,8.8,8.8,8.7,8.5,8.8,8.8,8.8,8.728571428571428,8.753333333333334
KPHL,N,0,KAPRUKA,2023-03-09,9.0,,,,,9,3,2023,58.823529411764724,0.05377367193196392,0.03950229200621319,0.014271379925750727,8.760000000000002,9.022778674132711,8.497221325867292,-4.0,0.20714285714285754,0.20714285714285754,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.9,8.6,8.8,8.8,8.7,8.5,8.8,8.814285714285715,8.72142857142857,8.753333333333332
KPHL,N,0,KAPRUKA,2023-03-10,9.0,,,,,10,3,2023,55.55555555555559,0.04937443492477378,0.04147672058992531,0.007897714334848469,8.76,9.02277867413271,8.49722132586729,12.0,0.20000000000000043,0.20000000000000043,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.9,8.6,8.8,8.8,8.7,8.5,8.857142857142856,8.742857142857142,8.756666666666668
KPHL,N,0,KAPRUKA,2023-03-13,8.7,,,,,13,3,2023,52.941176470588275,0.04536506764079462,0.04225439000009917,0.0031106776406954473,8.760000000000002,9.022778674132711,8.497221325867292,-10.0,0.20714285714285768,0.20714285714285768,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.9,8.6,8.8,8.8,8.7,8.842857142857142,8.757142857142856,8.76666666666667
KPHL,N,0,KAPRUKA,2023-03-14,8.6,,,,,14,3,2023,47.36842105263159,0.01777522070729809,0.037358556141538955,-0.019583335434240866,8.745000000000001,9.031356421265524,8.458643578734478,-5.0,0.2142857142857148,0.2142857142857148,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.9,8.6,8.8,8.8,8.857142857142856,8.764285714285714,8.770000000000001
KPHL,N,0,KAPRUKA,2023-03-15,8.6,,,,,15,3,2023,50.0,0.003933885124560277,0.03067362193814322,-0.026739736813582944,8.73,9.013586058598756,8.446413941401245,6.0,0.22142857142857192,0.22142857142857192,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.9,8.6,8.8,8.799999999999999,8.757142857142856,8.76
KPHL,N,0,KAPRUKA,2023-03-16,8.8,,,,,16,3,2023,54.54545454545457,0.008999119239229358,0.02633872139836045,-0.017339602159131093,8.725,8.99934131641941,8.45065868358059,-3.0,0.23571428571428626,0.23571428571428626,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.9,8.6,8.771428571428572,8.757142857142858,8.753333333333334
KPHL,N,0,KAPRUKA,2023-03-17,8.7,,,,,17,3,2023,52.380952380952415,0.012865053440302532,0.023643987806748867,-0.010778934366446336,8.735,9.004697686503352,8.465302313496647,6.0,0.24285714285714352,0.24285714285714352,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.9,8.742857142857144,8.771428571428572,8.76
KPHL,N,0,KAPRUKA,2023-03-20,8.7,,,,,20,3,2023,59.09090909090909,0.03170172492615464,0.025255535230630025,0.006446189695524615,8.754999999999999,9.041356421265522,8.468643578734476,2.0,0.2571428571428579,0.2571428571428579,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.8,8.742857142857142,8.778571428571428,8.756666666666668
KPHL,N,0,KAPRUKA,2023-03-21,8.9,,,,,21,3,2023,50.0,0.03812131968086874,0.02782869212067777,0.010292627560190969,8.765,9.057178748461673,8.472821251538328,-10.0,0.24285714285714352,0.24285714285714352,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.9,8.757142857142856,8.807142857142859,8.763333333333334
KPHL,N,0,KAPRUKA,2023-03-22,9.0,,,,,22,3,2023,52.63157894736846,0.03473927774019536,0.029210809244581287,0.005528468495614076,8.775,9.056910773491408,8.493089226508593,3.0,0.23571428571428626,0.23571428571428626,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.7,8.771428571428572,8.807142857142859,8.763333333333334
KPHL,N,0,KAPRUKA,2023-03-23,8.9,,,,,23,3,2023,47.05882352941177,0.03169364057595914,0.029707375510856858,0.0019862650651022787,8.785,9.054697686503353,8.515302313496647,4.0,0.24285714285714338,0.24285714285714338,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.8,8.77142857142857,8.814285714285715,8.76666666666667
KPHL,N,0,KAPRUKA,2023-03-24,8.9,,,,,24,3,2023,52.94117647058823,0.03692348450054972,0.031150597308795432,0.005772887191754287,8.8,9.059554273809216,8.540445726190786,-9.0,0.24285714285714338,0.24285714285714338,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.8,8.814285714285713,8.807142857142857,8.766666666666667
KPHL,N,0,KAPRUKA,2023-03-27,9.0,,,,,27,3,2023,43.750000000000014,0.03262295213946942,0.03144506827493023,0.0011778838645391879,8.805000000000001,9.060260444912329,8.549739555087674,1.0,0.23571428571428615,0.23571428571428615,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.8,8.857142857142858,8.814285714285715,8.770000000000001
KPHL,N,0,KAPRUKA,2023-03-28,8.8,,,,,28,3,2023,43.74999999999997,0.012927401689738716,0.02774153495789193,-0.014814133268153215,8.805,9.060260444912327,8.549739555087672,7.0,0.22857142857142904,0.22857142857142904,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.8,8.857142857142858,8.8,8.77
KPHL,N,0,KAPRUKA,2023-03-29,8.9,,,,,29,3,2023,31.578947368421026,-0.03455973785565902,0.015281280395181741,-0.049841018250840766,8.77,9.137638266148723,8.402361733851276,7.0,0.27142857142857185,0.27142857142857185,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.9,8.828571428571427,8.785714285714285,8.763333333333332
KPHL,N,0,KAPRUKA,2023-03-30,8.6,,,,,30,3,2023,45.45454545454543,-0.03946208664073758,0.004332606987997877,-0.04379469362873546,8.765,9.139306376058293,8.390693623941708,-12.0,0.27857142857142897,0.27857142857142897,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.9,8.714285714285714,8.735714285714284,8.739999999999998
KPHL,N,0,KAPRUKA,2023-03-31,8.1,,,,,31,3,2023,39.99999999999999,-0.06678487173855352,-0.009890888757312402,-0.05689398298124112,8.735,9.156900462194576,8.313099537805423,-2.0,0.3000000000000003,0.3000000000000003,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.671428571428573,8.72142857142857,8.729999999999999
KPHL,N,0,KAPRUKA,2023-04-03,8.3,,,,,3,4,2023,45.454545454545475,-0.08743053104039156,-0.025398817213928233,-0.062031713826463324,8.71,9.172942533662313,8.247057466337688,-3.0,0.27857142857142886,0.27857142857142886,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.6,8.6,8.685714285714285,8.719999999999999
KPHL,N,0,KAPRUKA,2023-04-04,8.7,,,,,4,4,2023,42.85714285714289,-0.10260954580917847,-0.040840962932978286,-0.061768582876200184,8.675,9.151279440311207,8.198720559688795,9.0,0.28571428571428586,0.28571428571428586,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.7,8.52857142857143,8.67142857142857,8.709999999999999
KPHL,N,0,KAPRUKA,2023-04-06,8.7,,,,,6,4,2023,47.826086956521706,-0.0814237648353302,-0.04895752331344867,-0.03246624152188153,8.67,9.142841355391445,8.197158644608555,-9.0,0.29999999999999993,0.29999999999999993,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.6,8.442857142857145,8.65,8.696666666666665
KPHL,N,0,KAPRUKA,2023-04-10,8.7,,,,,10,4,2023,43.99999999999998,-0.07985172829074472,-0.05513636430890789,-0.024715363981836824,8.65,9.115663081275676,8.184336918724325,8.0,0.31428571428571406,0.31428571428571406,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.6,8.428571428571429,8.642857142857142,8.7
KPHL,N,0,KAPRUKA,2023-04-11,8.4,,,,,11,4,2023,43.99999999999998,-0.06175566856731507,-0.056460225160589336,-0.005295443406725733,8.645,9.106005765462289,8.18399423453771,2.0,0.31428571428571395,0.31428571428571395,8.5,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.6,8.414285714285713,8.621428571428572,8.696666666666665
KPHL,N,0,KAPRUKA,2023-04-12,8.5,,,,,12,4,2023,43.99999999999998,-0.054851283672121554,-0.05613843686289578,0.001287153190774229,8.635,9.090492792709746,8.179507207290253,1.0,0.3285714285714283,0.3285714285714283,8.7,8.5,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.7,8.485714285714286,8.6,8.7
KPHL,N,0,KAPRUKA,2023-04-17,8.8,,,,,17,4,2023,47.99999999999997,-0.04083957147592088,-0.0530786637855008,0.012239092309579924,8.645,9.096780104871709,8.19321989512829,2.0,0.34999999999999976,0.34999999999999976,8.6,8.7,8.5,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.6,8.485714285714284,8.578571428571427,8.696666666666667
KPHL,N,0,KAPRUKA,2023-04-18,8.5,,,,,18,4,2023,42.85714285714284,-0.05332794999484136,-0.05312852102736892,-0.00019942896747244393,8.635000000000002,9.099644742617523,8.17035525738248,4.0,0.3714285714285711,0.3714285714285711,8.7,8.6,8.7,8.5,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.9,8.542857142857143,8.571428571428571,8.7
KPHL,N,0,KAPRUKA,2023-04-19,8.2,,,,,19,4,2023,37.93103448275859,-0.07845898216784342,-0.05819461325546382,-0.020264368912379593,8.605,9.10119605632833,8.10880394367167,-5.0,0.407142857142857,0.407142857142857,8.4,8.7,8.6,8.7,8.5,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.7,8.557142857142859,8.542857142857141,8.683333333333335
KPHL,N,0,KAPRUKA,2023-04-20,8.4,,,,,20,4,2023,41.37931034482757,-0.0892772098570287,-0.0644111325757768,-0.024866077281251897,8.580000000000002,9.085131561810229,8.074868438189775,-3.0,0.4071428571428571,0.4071428571428571,8.2,8.4,8.7,8.6,8.7,8.5,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.9,8.542857142857143,8.492857142857142,8.666666666666668
KPHL,N,0,KAPRUKA,2023-04-21,8.8,,,,,21,4,2023,44.44444444444446,-0.09673562517069989,-0.07087603109476141,-0.025859594075938477,8.545,9.023924233102301,8.066075766897699,3.0,0.4428571428571428,0.4428571428571428,8.3,8.2,8.4,8.7,8.6,8.7,8.5,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.8,8.485714285714284,8.457142857142856,8.646666666666668
KPHL,N,0,KAPRUKA,2023-04-24,8.7,,,,,24,4,2023,57.69230769230771,-0.07754508873359534,-0.07220984262252819,-0.005335246111067143,8.53,8.980029238816178,8.079970761183821,-6.0,0.4142857142857142,0.4142857142857142,8.3,8.3,8.2,8.4,8.7,8.6,8.7,8.5,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,9.0,8.457142857142857,8.435714285714285,8.63
KPHL,N,0,KAPRUKA,2023-04-25,8.7,,,,,25,4,2023,45.833333333333336,-0.07758047940271773,-0.07328396997856611,-0.0042965094241516205,8.51,8.944801830238722,8.075198169761277,2.0,0.407142857142857,0.407142857142857,8.6,8.3,8.3,8.2,8.4,8.7,8.6,8.7,8.5,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.8,8.442857142857143,8.464285714285714,8.616666666666667
KPHL,N,0,KAPRUKA,2023-04-26,8.5,,,,,26,4,2023,54.54545454545454,-0.06874689113034549,-0.07237655420892199,0.0036296630785764977,8.495000000000001,8.907820848106748,8.082179151893254,-5.0,0.3785714285714284,0.3785714285714284,8.4,8.6,8.3,8.3,8.2,8.4,8.7,8.6,8.7,8.5,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.9,8.414285714285713,8.45,8.603333333333333
KPHL,N,0,KAPRUKA,2023-04-27,8.5,,,,,27,4,2023,54.54545454545454,-0.061042548282983944,-0.07010975302373437,0.009067204740750429,8.475,8.841347548532516,8.108652451467483,-1.0,0.3928571428571426,0.3928571428571426,8.5,8.4,8.6,8.3,8.3,8.2,8.4,8.7,8.6,8.7,8.5,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.8,8.385714285714284,8.464285714285714,8.59
KPHL,N,0,KAPRUKA,2023-04-28,8.4,,,,,28,4,2023,47.99999999999997,-0.07824236459023304,-0.07173627533703411,-0.006506089253198927,8.445,8.797285769167432,8.092714230832568,10.0,0.39285714285714274,0.39285714285714274,8.5,8.5,8.4,8.6,8.3,8.3,8.2,8.4,8.7,8.6,8.7,8.5,8.7,8.3,8.3,8.3,8.6,8.2,8.6,8.8,8.9,8.8,8.8,8.9,9.0,8.8,8.8,8.6,8.5,8.8,8.4,8.47857142857143,8.580000000000002
