COMPANY ID, MAIN TYPE ,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30
KZOO,N,0,CEYLON LAND,2024-02-15,7.5,15,2,2024,49.501661129568106,-0.8956397544414934,-0.6047670112817702,-0.2908727431597231,6.82,11.441050233784294,2.1989497662157067,21.0,2.3000000000000003,2.3000000000000003,0.1,7.3,0.1,7.2,7.2,7.5,7.3,7.3,7.5,7.7,7.8,7.7,7.8,7.7,7.8,7.7,7.4,7.9,8.0,7.9,8.0,8.0,8.1,8.0,8.4,8.2,8.3,8.3,8.6,8.3,5.242857142857142,6.442857142857143,7.303333333333334
KZOO,R,0,CEYLON LAND,2024-02-15,0.1,15,2,2024,39.67828418230563,-1.2845948365406388,-0.740732576333544,-0.5438622602070948,6.425,11.894099800842817,0.9559001991571838,-26.0,2.7857142857142856,2.7857142857142856,7.4,0.1,7.3,0.1,7.2,7.2,7.5,7.3,7.3,7.5,7.7,7.8,7.7,7.8,7.7,7.8,7.7,7.4,7.9,8.0,7.9,8.0,8.0,8.1,8.0,8.4,8.2,8.3,8.3,8.6,5.257142857142857,6.421428571428571,7.2733333333333325
KZOO,N,0,CEYLON LAND,2024-02-16,7.4,16,2,2024,49.66292134831461,-0.992356284492498,-0.7910573179653348,-0.20129896652716317,6.4,11.84522968439252,0.9547703156074814,9.0,3.2785714285714285,3.2785714285714285,0.1,7.4,0.1,7.3,0.1,7.2,7.2,7.5,7.3,7.3,7.5,7.7,7.8,7.7,7.8,7.7,7.8,7.7,7.4,7.9,8.0,7.9,8.0,8.0,8.1,8.0,8.4,8.2,8.3,8.3,4.2,5.871428571428571,6.99
KZOO,N,0,CEYLON LAND,2024-02-19,7.5,19,2,2024,49.888143176733784,-0.7281539285061482,-0.7784766400734976,0.050322711567349354,6.414999999999999,11.873465178533534,0.9565348214664642,112.0,3.2857142857142856,3.2857142857142856,7.4,0.1,7.4,0.1,7.3,0.1,7.2,7.2,7.5,7.3,7.3,7.5,7.7,7.8,7.7,7.8,7.7,7.8,7.7,7.4,7.9,8.0,7.9,8.0,8.0,8.1,8.0,8.4,8.2,8.3,4.228571428571429,5.85,6.959999999999999
KZOO,R,0,CEYLON LAND,2024-02-19,0.1,19,2,2024,42.720306513409966,-1.1191275364540942,-0.846606819349617,-0.27252071710447723,6.034999999999999,12.137035898391874,-0.06703589839187529,90.0,3.814285714285714,3.814285714285714,7.7,7.4,0.1,7.4,0.1,7.3,0.1,7.2,7.2,7.5,7.3,7.3,7.5,7.7,7.8,7.7,7.8,7.7,7.8,7.7,7.4,7.9,8.0,7.9,8.0,8.0,8.1,8.0,8.4,8.2,4.300000000000001,5.8428571428571425,6.9399999999999995
KZOO,R,0,CEYLON LAND,2024-02-20,0.1,20,2,2024,42.88461538461539,-1.4126923001004439,-0.9598239154997825,-0.45286838460066137,5.65,12.235630289941081,-0.9356302899410807,-209.0,3.7857142857142856,3.7857142857142856,0.1,7.7,7.4,0.1,7.4,0.1,7.3,0.1,7.2,7.2,7.5,7.3,7.3,7.5,7.7,7.8,7.7,7.8,7.7,7.8,7.7,7.4,7.9,8.0,7.9,8.0,8.0,8.1,8.0,8.4,4.3,5.3,6.67
KZOO,N,0,CEYLON LAND,2024-02-20,7.8,20,2,2024,50.42016806722689,-1.0123491115031342,-0.9703289547004529,-0.04202015680268134,5.654999999999999,12.24733206879501,-0.9373320687950129,51.0,4.335714285714286,4.335714285714286,0.1,0.1,7.7,7.4,0.1,7.4,0.1,7.3,0.1,7.2,7.2,7.5,7.3,7.3,7.5,7.7,7.8,7.7,7.8,7.7,7.8,7.7,7.4,7.9,8.0,7.9,8.0,8.0,8.1,8.0,3.271428571428572,4.771428571428571,6.3933333333333335
KZOO,N,0,CEYLON LAND,2024-02-21,7.6,21,2,2024,50.251256281407045,-0.7031075921006487,-0.916884682180492,0.21377709007984336,5.645,12.224225678323837,-0.9342256783238385,-15.0,4.3428571428571425,4.3428571428571425,7.8,0.1,0.1,7.7,7.4,0.1,7.4,0.1,7.3,0.1,7.2,7.2,7.5,7.3,7.3,7.5,7.7,7.8,7.7,7.8,7.7,7.8,7.7,7.4,7.9,8.0,7.9,8.0,8.0,8.1,4.371428571428572,4.807142857142858,6.386666666666667
KZOO,N,0,CEYLON LAND,2024-02-22,7.9,22,2,2024,50.251256281407045,-0.4368573123169268,-0.820879208207779,0.3840218958908522,5.65,12.235949957455283,-0.9359499574552821,-26.0,4.3500000000000005,4.3500000000000005,7.6,7.8,0.1,0.1,7.7,7.4,0.1,7.4,0.1,7.3,0.1,7.2,7.2,7.5,7.3,7.3,7.5,7.7,7.8,7.7,7.8,7.7,7.8,7.7,7.4,7.9,8.0,7.9,8.0,8.0,4.3999999999999995,4.828571428571429,6.37
KZOO,N,0,CEYLON LAND,2024-02-26,7.9,26,2,2024,50.251256281407045,-0.24720985878475776,-0.7061453383231748,0.45893547953841707,5.635,12.201670228870704,-0.9316702288707033,25.0,4.35,4.35,7.8,7.6,7.8,0.1,0.1,7.7,7.4,0.1,7.4,0.1,7.3,0.1,7.2,7.2,7.5,7.3,7.3,7.5,7.7,7.8,7.7,7.8,7.7,7.8,7.7,7.4,7.9,8.0,7.9,8.0,5.5,4.85,6.363333333333333
