COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30, MAIN TYPE , MAIN TYPE,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
CALF,N,0,DIALOG FINANCE,2019-03-19,37.0,19,3,2019,34.47204968944099,-1.4305292277422907,-1.30593307271924,-0.12459615502305077,38.5515,42.0564995870561,35.04650041294389,9.0,1.8164285714285708,1.8164285714285708,37.63,37.0,38.3,36.5,36.5,38.0,38.0,39.0,39.0,38.1,38.1,38.1,38.1,38.1,41.0,41.0,41.0,41.5,41.0,41.0,41.0,41.1,40.9,43.0,45.5,46.3,46.9,43.7,43.7,43.0,37.41857142857143,37.88785714285715,40.401,,,,,,
CALF,N,0,DIALOG FINANCE,2019-03-22,37.0,22,3,2019,34.47204968944099,-1.5237004608421216,-1.3494865503438165,-0.17421391049830515,38.2565,41.8847823252304,34.62821767476961,-9.0,1.5949999999999993,1.5949999999999993,35.1,37.63,37.0,38.3,36.5,36.5,38.0,38.0,39.0,39.0,38.1,38.1,38.1,38.1,38.1,41.0,41.0,41.0,41.5,41.0,41.0,41.0,41.1,40.9,43.0,45.5,46.3,46.9,43.7,43.7,37.00428571428571,37.673571428571435,40.13766666666667,,,,,,
CALF,N,0,DIALOG FINANCE,2019-03-25,36.0,25,3,2019,34.47204968944099,-1.5793337578765545,-1.3954559918503642,-0.18387776602619033,37.9365,41.48840845662031,34.38459154337969,0.0,1.4449999999999992,1.4449999999999992,35.1,35.1,37.63,37.0,38.3,36.5,36.5,38.0,38.0,39.0,39.0,38.1,38.1,38.1,38.1,38.1,41.0,41.0,41.0,41.5,41.0,41.0,41.0,41.1,40.9,43.0,45.5,46.3,46.9,43.7,36.589999999999996,37.45928571428572,39.851,,,,,,
CALF,N,0,DIALOG FINANCE,2019-03-26,37.0,26,3,2019,34.47204968944099,-1.604922993355082,-1.4373493921513079,-0.16757360120377407,37.6415,41.100932718935645,34.182067281064356,3.0,1.4449999999999992,1.4449999999999992,35.1,35.1,35.1,37.63,37.0,38.3,36.5,36.5,38.0,38.0,39.0,39.0,38.1,38.1,38.1,38.1,38.1,41.0,41.0,41.0,41.5,41.0,41.0,41.0,41.1,40.9,43.0,45.5,46.3,46.9,36.39,37.245000000000005,39.56433333333334,,,,,,
CALF,N,0,DIALOG FINANCE,2019-03-29,35.5,29,3,2019,37.07753479125246,-1.5747729870393385,-1.464834111128914,-0.1099388759104245,37.3665,40.566514967070326,34.16648503292968,0.0,1.4092857142857136,1.4092857142857136,35.1,35.1,35.1,35.1,37.63,37.0,38.3,36.5,36.5,38.0,38.0,39.0,39.0,38.1,38.1,38.1,38.1,38.1,41.0,41.0,41.0,41.5,41.0,41.0,41.0,41.1,40.9,43.0,45.5,46.3,36.19,37.03071428571429,39.171,,,,,,
CALF,N,0,DIALOG FINANCE,2019-04-01,37.9,1,4,2019,50.77760497667185,-1.2380483611561814,-1.4194769611343676,0.18142859997818617,37.2765,40.12856684058391,34.42443315941609,5.0,1.7807142857142852,1.7807142857142852,35.5,35.1,35.1,35.1,35.1,37.63,37.0,38.3,36.5,36.5,38.0,38.0,39.0,39.0,38.1,38.1,38.1,38.1,38.1,41.0,41.0,41.0,41.5,41.0,41.0,41.0,41.1,40.9,43.0,45.5,35.79,36.845000000000006,38.811,,,,,,
CALF,R,0,DIALOG FINANCE,2019-04-02,0.1,2,4,2019,12.567359507313327,-4.079212276932559,-1.951424024294006,-2.1277882526385525,35.3765,52.221626454353455,18.53137354564655,-8.0,4.502142857142856,4.502142857142856,39.2,35.5,35.1,35.1,35.1,35.1,37.63,37.0,38.3,36.5,36.5,38.0,38.0,39.0,39.0,38.1,38.1,38.1,38.1,38.1,41.0,41.0,41.0,41.5,41.0,41.0,41.0,41.1,40.9,43.0,36.104285714285716,36.85928571428571,38.601,,,,,,
CALF,N,0,DIALOG FINANCE,2019-04-02,39.0,2,4,2019,50.27976723366159,-3.195460788986047,-2.2002313772324142,-0.9952294117536327,35.3965,52.25618505043913,18.536814949560878,6.0,7.366428571428571,7.366428571428571,0.1,39.2,35.5,35.1,35.1,35.1,35.1,37.63,37.0,38.3,36.5,36.5,38.0,38.0,39.0,39.0,38.1,38.1,38.1,38.1,38.1,41.0,41.0,41.0,41.5,41.0,41.0,41.0,41.1,40.9,30.74285714285714,34.080714285714286,37.17100000000001,,,,,,
CALF,N,0,DIALOG FINANCE,2019-04-03,39.9,3,4,2019,50.27976723366159,-2.4666473920024714,-2.253514580186426,-0.21313281181604538,35.4165,52.29063127588469,18.542368724115303,-6.0,7.466428571428572,7.466428571428572,38.5,0.1,39.2,35.5,35.1,35.1,35.1,35.1,37.63,37.0,38.3,36.5,36.5,38.0,38.0,39.0,39.0,38.1,38.1,38.1,38.1,38.1,41.0,41.0,41.0,41.5,41.0,41.0,41.0,41.1,31.228571428571428,34.11642857142858,37.090999999999994,,,,,,
CALF,N,0,DIALOG FINANCE,2019-04-05,39.9,5,4,2019,51.13817436831322,-1.8675298030039187,-2.1763176247499247,0.30878782174600605,35.4365,52.32496541905235,18.548034580947657,0.0,7.430714285714285,7.430714285714285,38.5,38.5,0.1,39.2,35.5,35.1,35.1,35.1,35.1,37.63,37.0,38.3,36.5,36.5,38.0,38.0,39.0,39.0,38.1,38.1,38.1,38.1,38.1,41.0,41.0,41.0,41.5,41.0,41.0,41.0,31.714285714285715,34.15214285714286,37.00433333333333,,,,,,
