COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30, MAIN TYPE 
TFIL,N,0,TRADE FINANCE,2019-04-05,52.8,5,4,2019,48.52941176470586,-0.9879527403270814,-1.0011072239892689,0.013154483662187522,50.92,54.05392305014186,47.78607694985814,1.0,3.3285714285714287,3.3285714285714287,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,50.0,52.0,52.0,52.0,52.0,52.0,50.1,56.0,56.0,56.0,56.0,56.0,50.0,51.01428571428572,51.949999999999996,
TFIL,N,0,TRADE FINANCE,2019-05-09,52.0,9,5,2019,52.702702702702695,-0.642469887524399,-0.9293797566962949,0.28690986917189587,51.114999999999995,54.48438226417027,47.74561773582972,6.0,3.378571428571429,3.378571428571429,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,50.0,52.0,52.0,52.0,52.0,52.0,50.1,56.0,56.0,56.0,56.0,50.0,51.0,51.75,
TFIL,N,0,TRADE FINANCE,2019-05-21,55.9,21,5,2019,63.917525773195884,-0.18099506111175856,-0.7797028175793876,0.5987077564676291,51.425,55.44121712560463,47.408782874395364,-5.0,3.378571428571429,3.378571428571429,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,50.0,52.0,52.0,52.0,52.0,52.0,50.1,56.0,56.0,56.0,50.55714285714286,51.028571428571425,51.68,
TFIL,N,0,TRADE FINANCE,2019-05-28,57.0,28,5,2019,63.917525773195884,0.1826219118452883,-0.5872378716944525,0.7698597835397408,51.720000000000006,56.225248401353106,47.214751598646906,-3.0,3.3857142857142857,3.3857142857142857,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,50.0,52.0,52.0,52.0,52.0,52.0,50.1,56.0,56.0,51.44285714285714,51.221428571428575,51.68666666666666,
TFIL,N,0,TRADE FINANCE,2019-05-31,57.9,31,5,2019,63.917525773195884,0.46542584322934033,-0.37670512870969397,0.8421309719390343,51.839999999999996,56.69295352282883,46.98704647717116,0.0,3.285714285714285,3.285714285714285,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,50.0,52.0,52.0,52.0,52.0,52.0,50.1,56.0,52.32857142857143,51.41428571428571,51.693333333333335,
TFIL,N,0,TRADE FINANCE,2019-06-03,57.9,3,6,2019,100.0,0.6816918767270579,-0.1650257276223436,0.8467176043494015,52.145,57.2951558484339,46.994844151566106,0.0,3.157142857142856,3.157142857142856,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,50.0,52.0,52.0,52.0,52.0,52.0,50.1,53.214285714285715,51.607142857142854,51.7,
TFIL,N,0,TRADE FINANCE,2019-06-06,57.0,6,6,2019,100.0,0.9071801721827981,0.049415452338684746,0.8577647198441134,52.485,57.98074955378197,46.98925044621803,0.0,2.385714285714285,2.385714285714285,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,50.0,52.0,52.0,52.0,52.0,52.0,54.1,52.050000000000004,51.90333333333333,
TFIL,N,0,TRADE FINANCE,2019-06-07,63.5,7,6,2019,100.0,1.631911113953727,0.36591458466169324,1.2659965292920337,53.010000000000005,60.542637757050805,45.477362242949205,5.0,2.707142857142856,2.707142857142856,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,50.0,52.0,52.0,52.0,52.0,55.1,52.550000000000004,52.07,
TFIL,N,0,TRADE FINANCE,2019-06-11,65.0,11,6,2019,100.0,2.260895058487037,0.744910679426762,1.5159843790602752,53.585,62.835041251686114,44.33495874831389,0.0,2.764285714285713,2.764285714285713,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,50.0,52.0,52.0,52.0,57.09999999999999,53.550000000000004,52.470000000000006,
TFIL,N,0,TRADE FINANCE,2019-06-12,66.5,12,6,2019,100.0,2.887467720916412,1.173422087724692,1.71404563319172,54.260000000000005,65.28406936041125,43.23593063958876,-1.0,2.9071428571428557,2.9071428571428557,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,50.0,52.0,52.0,58.685714285714276,54.621428571428574,52.90333333333333,
TFIL,N,0,TRADE FINANCE,2019-06-14,73.9,14,6,2019,100.0,3.9916204596184457,1.7370617621034428,2.254558697515003,55.339999999999996,69.75978173424126,40.920218265758734,9.0,3.292857142857142,3.292857142857142,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,50.0,52.0,60.22857142857142,55.83571428571429,53.40333333333333,
TFIL,N,0,TRADE FINANCE,2019-06-17,77.5,17,6,2019,83.11258278145696,4.404371232565985,2.2705236561959516,2.1338475763700337,56.339999999999996,71.9272282401499,40.7527717598501,-9.0,3.9785714285714278,3.9785714285714278,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,50.0,62.92857142857143,57.62857142857143,54.173333333333325,
TFIL,N,0,TRADE FINANCE,2019-06-18,70.0,18,6,2019,83.11258278145696,4.67755920302271,2.7519307655613034,1.9256284374614068,57.339999999999996,73.75865434578353,40.92134565421647,2.0,3.7642857142857133,3.7642857142857133,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,50.0,64.9,59.057142857142864,54.839999999999996,
TFIL,N,0,TRADE FINANCE,2019-06-21,78.0,21,6,2019,83.11258278145696,4.83828984422928,3.1692025812948987,1.6690872629343811,58.339999999999996,75.30353984905646,41.37646015094353,-5.0,4.185714285714285,4.185714285714285,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,50.3,66.87142857142858,60.48571428571429,55.50666666666667,
TFIL,N,0,TRADE FINANCE,2019-07-03,81.0,3,7,2019,83.11258278145696,4.909081203075118,3.5171783056509427,1.3919028974241754,59.339999999999996,76.5890609965632,42.09093900343678,-1.0,4.7714285714285705,4.7714285714285705,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,53.8,68.72857142857143,61.914285714285725,56.16333333333333,
TFIL,N,0,TRADE FINANCE,2019-07-08,80.0,8,7,2019,80.60836501901142,4.908600573076001,3.7954627591359547,1.113137813940046,60.339999999999996,77.62807316285452,43.051926837145466,0.0,5.199999999999998,5.199999999999998,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,50.1,69.58571428571429,63.342857142857156,56.70333333333333,
TFIL,N,0,TRADE FINANCE,2019-07-15,84.5,15,7,2019,78.75000000000001,4.8522855430416385,4.006827315917091,0.8454582271245474,61.339999999999996,78.42226534958654,44.257734650413454,2.0,6.014285714285713,6.014285714285713,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,50.2,70.3,64.49285714285716,57.36666666666667,
TFIL,N,0,TRADE FINANCE,2019-07-18,81.5,18,7,2019,78.75000000000001,4.752867379418795,4.156035328617432,0.5968320508013631,62.339999999999996,78.96254651464629,45.7174534853537,-2.0,6.778571428571427,6.778571428571427,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,53.5,70.72857142857143,65.47857142857144,58.02666666666667,
TFIL,N,0,TRADE FINANCE,2019-07-23,80.0,23,7,2019,78.75000000000001,4.620811924963078,4.248990647886561,0.371821277076517,63.339999999999996,79.22688966279729,47.4531103372027,0.0,7.371428571428571,7.371428571428571,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,53.5,70.0,66.46428571428572,58.57666666666667,
TFIL,N,0,TRADE FINANCE,2019-07-24,71.0,24,7,2019,84.30769230769232,5.1427535270281055,4.42774322371487,0.7150103033132353,64.765,80.72630518340827,48.80369481659173,12.0,7.964285714285714,7.964285714285714,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,53.5,70.0,67.45,59.126666666666665,
TFIL,N,0,TRADE FINANCE,2019-07-25,78.5,25,7,2019,70.55702917771885,5.014442776201236,4.545083134212144,0.46935964198909197,65.89,80.59150726250458,51.18849273749542,3.0,8.52142857142857,8.52142857142857,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,53.5,71.21428571428571,69.04285714285714,59.96,
TFIL,N,0,TRADE FINANCE,2019-07-26,74.9,26,7,2019,62.0253164556962,4.7849748913516805,4.593061485640051,0.19191340571162918,66.775,80.53854834909575,53.01145165090426,-3.0,8.292857142857143,8.292857142857143,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,71.57142857142857,70.15,60.59333333333334,
TFIL,N,0,TRADE FINANCE,2019-07-30,71.5,30,7,2019,63.746223564954676,4.750092931525373,4.6244677748171155,0.12562515670825736,67.67,80.85389767461574,54.486102325384266,-7.0,8.185714285714285,8.185714285714285,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,71.8,70.69285714285715,61.31333333333334,
TFIL,N,0,TRADE FINANCE,2019-07-31,71.8,31,7,2019,61.41479099678456,4.668631647541503,4.633300549361993,0.03533109817950919,68.565,80.87148523939186,56.25851476060813,-3.0,8.207142857142857,8.207142857142857,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,72.38571428571429,71.34285714285714,62.11666666666667,
TFIL,N,0,TRADE FINANCE,2019-08-05,71.7,5,8,2019,47.82608695652174,4.5516049247901265,4.61696142444762,-0.06535649965749357,69.46000000000001,80.52067476765279,58.39932523234722,-1.0,7.742857142857141,7.742857142857141,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,72.97142857142856,71.85,62.919999999999995,
TFIL,N,0,TRADE FINANCE,2019-08-06,74.2,6,8,2019,61.452513966480424,4.408047179901857,4.575178575538468,-0.16713139563661095,70.35499999999999,79.65456988252691,61.055430117473065,-1.0,6.857142857142857,6.857142857142857,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,50.0,73.55714285714285,71.77857142857142,63.72333333333333,
TFIL,N,0,TRADE FINANCE,2019-08-07,71.9,7,8,2019,54.726368159204,4.069840431856605,4.474110946802095,-0.40427051494549016,71.1,77.96286728477412,64.23713271522587,0.0,7.014285714285713,7.014285714285713,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,50.0,74.14285714285714,72.07142857142857,64.52666666666667,
TFIL,N,0,TRADE FINANCE,2019-08-22,74.3,22,8,2019,59.55555555555556,3.9499366784666563,4.369276093135007,-0.4193394146683511,71.615,77.7407953296739,65.48920467032609,3.0,6.557142857142856,6.557142857142856,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,50.0,73.2,72.20714285714286,65.25666666666667,
TFIL,N,0,TRADE FINANCE,2019-08-27,73.8,27,8,2019,58.51528384279477,3.779072636027621,4.25123540171353,-0.4721627656859093,72.06,77.4058887302105,66.7141112697895,-2.0,5.807142857142856,5.807142857142856,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,50.0,73.45714285714287,72.5142857142857,66.06666666666668,
TFIL,N,0,TRADE FINANCE,2019-08-28,78.5,28,8,2019,65.45454545454547,3.9690900086348933,4.194806323097803,-0.22571631446291018,72.635,78.16016729920578,67.10983270079423,-1.0,5.42142857142857,5.42142857142857,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,50.0,73.78571428571429,72.79285714285713,66.86333333333334,
TFIL,N,0,TRADE FINANCE,2019-09-12,78.4,12,9,2019,65.21739130434786,4.064755015564984,4.16879606159124,-0.10404104602625619,72.8,78.81086735137217,66.78913264862783,1.0,4.392857142857141,4.392857142857141,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,50.0,74.41428571428573,73.39999999999999,67.81333333333333,
TFIL,N,0,TRADE FINANCE,2019-09-24,80.2,24,9,2019,65.21739130434786,4.0933842373413825,4.153713696741269,-0.06032945939988643,73.22,79.57132808324803,66.86867191675196,3.0,3.857142857142855,3.857142857142855,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,53.9,75.02857142857144,74.0,68.76,
TFIL,N,0,TRADE FINANCE,2019-09-27,78.4,27,9,2019,65.21739130434786,4.069166285885942,4.136804214570204,-0.06763792868426233,73.64,80.20222042010994,67.07777957989006,-4.0,3.142857142857141,3.142857142857141,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,56.2,75.64285714285715,74.60000000000001,69.57666666666667,
TFIL,N,0,TRADE FINANCE,2019-09-30,70.1,30,9,2019,49.738219895287976,4.003819842028989,4.110207340061962,-0.10638749803297287,74.06,80.71587196233145,67.40412803766856,4.0,3.028571428571427,3.028571428571427,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,56.2,76.25714285714287,75.20000000000002,70.31666666666666,
TFIL,N,0,TRADE FINANCE,2019-10-02,72.3,2,10,2019,72.51908396946573,3.9069949091834673,4.069564853886263,-0.1625699447027955,74.48,81.11724736856941,67.8427526314306,-2.0,2.849999999999999,2.849999999999999,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,56.2,77.18571428571428,75.19285714285716,71.05666666666666,
TFIL,N,0,TRADE FINANCE,2019-10-07,74.0,7,10,2019,77.86885245901652,3.786610760553117,4.012974035219633,-0.2263632746665163,74.9,81.40538238691644,68.39461761308357,-2.0,2.892857142857142,2.892857142857142,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,56.2,77.77142857142857,75.61428571428573,71.79666666666665,
TFIL,N,0,TRADE FINANCE,2019-10-11,81.9,11,10,2019,72.1649484536084,3.6491404360073716,3.9402073153771813,-0.2910668793698097,75.32000000000001,81.57311711742338,69.06688288257664,0.0,2.9285714285714275,2.9285714285714275,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,57.0,78.41428571428571,76.10000000000001,72.53666666666666,
TFIL,N,0,TRADE FINANCE,2019-10-23,67.0,23,10,2019,40.93567251461989,2.9095367294714407,3.7340731981960333,-0.8245364687245926,75.37,81.4578135388835,69.28218646111651,8.0,3.5785714285714283,3.5785714285714283,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,64.0,78.39999999999999,76.40714285714286,73.25,
TFIL,N,0,TRADE FINANCE,2019-10-24,74.5,24,10,2019,40.93567251461989,2.296918022305448,3.4466421630179163,-1.1497241407124683,75.42,81.33611536843513,69.50388463156487,-8.0,3.6571428571428575,3.6571428571428575,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,65.0,77.34285714285714,76.18571428571428,73.48333333333333,
TFIL,N,0,TRADE FINANCE,2019-10-25,73.5,25,10,2019,40.93567251461989,1.7907703967787683,3.115467809770087,-1.324697412991319,75.045,81.0885176233019,69.0014823766981,0.0,3.8285714285714283,3.8285714285714283,71.0,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,67.0,76.28571428571429,75.96428571428571,73.68333333333334,
TFIL,N,0,TRADE FINANCE,2019-11-04,79.0,4,11,2019,46.97986577181205,1.3738083494655058,2.767135917709171,-1.3933275682436652,74.97,81.18139868984541,68.75860131015459,0.0,4.242857142857143,4.242857142857143,71.0,71.0,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.1,75.22857142857141,75.74285714285713,73.81666666666666,
TFIL,N,0,TRADE FINANCE,2019-11-13,80.0,13,11,2019,36.8,1.0314727471606346,2.420003283599464,-1.3885305364388292,74.94,81.22528775039503,68.65471224960497,0.0,4.714285714285715,4.714285714285715,71.0,71.0,71.0,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,74.17142857142856,75.67857142857143,73.68,
TFIL,N,0,TRADE FINANCE,2019-11-14,80.0,14,11,2019,38.01652892561981,0.7515064177518695,2.0863039104299452,-1.3347974926780757,74.785,81.30598636387911,68.26401363612088,0.0,5.321428571428572,5.321428571428572,71.0,71.0,71.0,71.0,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,73.11428571428571,75.44285714285715,73.71333333333334,
TFIL,N,0,TRADE FINANCE,2019-11-21,71.0,21,11,2019,0.0,0.5235954027706242,1.7737622088980811,-1.250166806127457,74.63000000000001,81.36345144937242,67.8965485506276,0.0,4.992857142857145,4.992857142857145,71.0,71.0,71.0,71.0,71.0,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,70.0,72.05714285714285,75.23571428571427,73.74666666666667,
TFIL,N,0,TRADE FINANCE,2019-11-26,82.0,26,11,2019,0.0,0.3390657425685504,1.486822915632175,-1.1477571730636247,74.475,81.39982186736522,67.55017813263477,0.0,5.771428571428573,5.771428571428573,71.0,71.0,71.0,71.0,71.0,71.0,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,70.0,71.0,74.7,73.78,
TFIL,N,0,TRADE FINANCE,2019-11-27,70.1,27,11,2019,0.0,0.11085514562880405,1.211629361631501,-1.100774216002697,74.27000000000001,81.47850375014069,67.06149624985933,3.0,5.557142857142859,5.557142857142859,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.0,71.0,74.17142857142856,73.81333333333333,
TFIL,N,0,TRADE FINANCE,2019-11-28,70.0,28,11,2019,0.0,-0.06920563710893646,0.9554623618834135,-1.02466799899235,74.175,81.56286344728922,66.78713655271078,-3.0,5.557142857142859,5.557142857142859,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.0,70.85714285714286,73.57142857142857,73.81333333333332,
TFIL,N,0,TRADE FINANCE,2019-12-04,75.0,4,12,2019,45.09803921568628,0.34093711871886967,0.8325573132505047,-0.4916201945316351,74.305,81.79294821169694,66.81705178830308,2.0,5.450000000000002,5.450000000000002,70.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,70.0,70.71428571428571,72.97142857142856,73.81333333333332,
TFIL,N,0,TRADE FINANCE,2019-12-18,73.8,18,12,2019,37.499999999999986,0.4110952650942892,0.7482649036192617,-0.3371696385249725,74.3,81.7892203234138,66.8107796765862,-2.0,5.2357142857142875,5.2357142857142875,76.9,70.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,70.0,71.55714285714285,72.86428571428571,74.04333333333332,
TFIL,N,0,TRADE FINANCE,2019-12-19,73.9,19,12,2019,37.499999999999986,0.4613776274671295,0.6908874483888352,-0.2295098209217057,74.065,81.289599788588,66.84040021141199,1.0,4.9857142857142875,4.9857142857142875,73.8,76.9,70.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,78.5,71.95714285714286,72.53571428571429,74.16999999999999,
TFIL,N,0,TRADE FINANCE,2019-12-20,73.0,20,12,2019,37.499999999999986,0.49551477602172156,0.6518129139154125,-0.15629813789369096,73.83500000000001,80.76541352149712,66.90458647850289,0.0,4.7928571428571445,4.7928571428571445,73.8,73.8,76.9,70.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.5,73.9,74.3,71.9,74.1,74.1,74.1,74.1,71.6,72.5,72.35714285714286,72.20714285714286,74.01333333333332,
TFIL,,0,TRADE FINANCE,2020-06-08,39.6,8,6,2020,41.45785876993166,-4.125068733671313,-4.78813804181943,0.6630693081481169,45.214999999999996,52.993046027120215,37.43695397287978,5.0,4.707142857142856,4.707142857142856,47.6,47.6,39.1,39.1,39.1,39.1,48.0,41.1,49.9,47.1,47.1,47.1,47.1,47.3,47.2,47.0,47.0,48.5,48.5,49.8,49.9,49.0,47.0,47.0,47.8,61.2,55.6,55.6,60.0,73.8,42.800000000000004,44.73571428571429,48.706666666666656,N
