COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30, MAIN TYPE ,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
CPRT,N,0,CEYLON PRINTERS,2019-07-04,61.2,4,7,2019,95.1923076923077,1.8796698639945362,-0.09892101254724145,1.9785908765417777,64.065,78.66785119960805,49.46214880039194,1.0,5.435714285714285,5.435714285714285,73.8,73.8,74.8,74.8,72.6,64.9,64.0,59.9,59.9,59.9,59.9,57.6,57.6,55.0,55.0,55.0,64.9,64.9,59.2,59.2,59.2,59.2,70.2,70.2,73.8,73.8,73.8,73.8,73.8,73.8,71.24285714285713,64.89285714285714,65.60999999999999,,,,,
CPRT,N,0,CEYLON PRINTERS,2019-07-05,75.2,5,7,2019,94.89795918367346,2.207967631957416,0.3624567163536901,1.8455109156037262,64.865,80.08566116552724,49.64433883447275,3.0,5.342857142857143,5.342857142857143,73.8,73.8,73.8,74.8,74.8,72.6,64.9,64.0,59.9,59.9,59.9,59.9,57.6,57.6,55.0,55.0,55.0,64.9,64.9,59.2,59.2,59.2,59.2,70.2,70.2,73.8,73.8,73.8,73.8,73.8,72.64285714285714,66.23571428571428,65.60999999999999,,,,,
CPRT,N,0,CEYLON PRINTERS,2019-07-09,61.1,9,7,2019,90.73170731707314,2.3682240868348003,0.7636101904499122,1.6046138963848882,65.335,81.12990590765195,49.54009409234804,6.0,6.207142857142857,6.207142857142857,75.2,73.8,73.8,73.8,74.8,74.8,72.6,64.9,64.0,59.9,59.9,59.9,59.9,57.6,57.6,55.0,55.0,55.0,64.9,64.9,59.2,59.2,59.2,59.2,70.2,70.2,73.8,73.8,73.8,73.8,74.11428571428573,67.49285714285715,65.65666666666667,,,,,
CPRT,N,0,CEYLON PRINTERS,2019-07-12,73.8,12,7,2019,89.56043956043953,2.466792829695038,1.1042467182989375,1.3625461113961004,65.805,82.09700320467229,49.51299679532772,-11.0,6.078571428571428,6.078571428571428,74.3,75.2,73.8,73.8,73.8,74.8,74.8,72.6,64.9,64.0,59.9,59.9,59.9,59.9,57.6,57.6,55.0,55.0,55.0,64.9,64.9,59.2,59.2,59.2,59.2,70.2,70.2,73.8,73.8,73.8,74.35714285714286,68.68571428571428,65.67333333333333,,,,,
CPRT,N,0,CEYLON PRINTERS,2019-07-17,73.0,17,7,2019,89.56043956043953,2.5159074535348793,1.386578865346126,1.1293285881887534,66.77000000000001,82.64836661359692,50.89163338640311,7.0,5.992857142857143,5.992857142857143,74.3,74.3,75.2,73.8,73.8,73.8,74.8,74.8,72.6,64.9,64.0,59.9,59.9,59.9,59.9,57.6,57.6,55.0,55.0,55.0,64.9,64.9,59.2,59.2,59.2,59.2,70.2,70.2,73.8,73.8,74.28571428571429,69.71428571428571,65.69,,,,,
CPRT,N,0,CEYLON PRINTERS,2019-07-19,75.0,19,7,2019,90.54726368159201,2.6772832134830793,1.6447197349735168,1.0325634785095625,67.83000000000001,83.22310850587638,52.43689149412365,-2.0,6.671428571428572,6.671428571428572,74.3,74.3,74.3,75.2,73.8,73.8,73.8,74.8,74.8,72.6,64.9,64.0,59.9,59.9,59.9,59.9,57.6,57.6,55.0,55.0,55.0,64.9,64.9,59.2,59.2,59.2,59.2,70.2,70.2,73.8,74.21428571428571,70.74285714285713,65.70666666666666,,,,,
CPRT,N,0,CEYLON PRINTERS,2019-07-22,77.6,22,7,2019,90.54726368159201,2.773206863431284,1.8704171606650704,0.9027897027662135,68.89,83.46090106667174,54.319098933328256,-5.0,6.4785714285714295,6.4785714285714295,76.2,74.3,74.3,74.3,75.2,73.8,73.8,73.8,74.8,74.8,72.6,64.9,64.0,59.9,59.9,59.9,59.9,57.6,57.6,55.0,55.0,55.0,64.9,64.9,59.2,59.2,59.2,59.2,70.2,70.2,74.55714285714285,71.90714285714286,65.78666666666668,,,,,
CPRT,N,0,CEYLON PRINTERS,2019-07-26,77.6,26,7,2019,89.08045977011491,2.928438134890058,2.082021355510068,0.8464167793799899,69.89,83.93412594945693,55.84587405054308,1.0,6.285714285714286,6.285714285714286,76.2,76.2,74.3,74.3,74.3,75.2,73.8,73.8,73.8,74.8,74.8,72.6,64.9,64.0,59.9,59.9,59.9,59.9,57.6,57.6,55.0,55.0,55.0,64.9,64.9,59.2,59.2,59.2,59.2,70.2,74.89999999999999,73.07142857142857,65.98666666666666,,,,,
CPRT,N,0,CEYLON PRINTERS,2019-07-29,80.0,29,7,2019,88.48484848484844,3.016685562558436,2.2689541969197418,0.7477313656386944,70.89,84.0711508163022,57.70884918369781,0.0,6.278571428571429,6.278571428571429,77.6,76.2,76.2,74.3,74.3,74.3,75.2,73.8,73.8,73.8,74.8,74.8,72.6,64.9,64.0,59.9,59.9,59.9,59.9,57.6,57.6,55.0,55.0,55.0,64.9,64.9,59.2,59.2,59.2,59.2,75.44285714285715,74.04285714285713,66.23333333333333,,,,,
CPRT,N,0,CEYLON PRINTERS,2019-07-30,81.0,30,7,2019,78.40909090909088,3.05144710204155,2.4254527779441037,0.6259943240974462,71.775,84.20465469309073,59.34534530690929,1.0,5.214285714285714,5.214285714285714,77.6,77.6,76.2,76.2,74.3,74.3,74.3,75.2,73.8,73.8,73.8,74.8,74.8,72.6,64.9,64.0,59.9,59.9,59.9,59.9,57.6,57.6,55.0,55.0,55.0,64.9,64.9,59.2,59.2,59.2,75.78571428571429,74.94999999999997,66.84666666666668,,,,,
