COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15, MAIN TYPE 
COOP,N,0,COOP INSURANCE,2022-02-18,5.8,18,2,2022,42.424242424242415,-0.43977479566271604,-0.42505960443562957,-0.014715191227086477,6.275,7.087727700887257,5.462272299112744,70.0,0.6285714285714283,0.6285714285714283,5.8,5.9,6.0,6.0,6.0,6.1,6.3,6.2,6.6,6.5,6.8,7.1,5.9,6.0,6.3,6.4,6.6,6.8,6.7,6.9,6.9,7.0,7.1,7.2,6.8,7.0,7.0,7.3,8.1,8.6,6.014285714285713,6.228571428571429,6.663333333333335,,,,,
COOP,N,0,COOP INSURANCE,2022-02-21,5.5,21,2,2022,39.99999999999999,-0.47587890826735624,-0.4352234652019749,-0.040655443065381325,6.2,7.1176629354822545,5.282337064517746,-65.0,0.6285714285714287,0.6285714285714287,5.5,5.8,5.9,6.0,6.0,6.0,6.1,6.3,6.2,6.6,6.5,6.8,7.1,5.9,6.0,6.3,6.4,6.6,6.8,6.7,6.9,6.9,7.0,7.1,7.2,6.8,7.0,7.0,7.3,8.1,5.9,6.192857142857143,6.5600000000000005,,,,,
COOP,N,0,COOP INSURANCE,2022-02-22,5.2,22,2,2022,8.333333333333314,-0.506719692692446,-0.44952271070006916,-0.05719698199237683,6.115,7.110304766866604,5.119695233133396,-69.0,0.5071428571428572,0.5071428571428572,5.2,5.5,5.8,5.9,6.0,6.0,6.0,6.1,6.3,6.2,6.6,6.5,6.8,7.1,5.9,6.0,6.3,6.4,6.6,6.8,6.7,6.9,6.9,7.0,7.1,7.2,6.8,7.0,7.0,7.3,5.771428571428571,6.1428571428571415,6.463333333333334,,,,,
COOP,N,0,COOP INSURANCE,2022-02-23,5.1,23,2,2022,7.407407407407376,-0.5729713649036414,-0.4742124415407836,-0.0987589233628578,6.01,7.2115779099518384,4.808422090048161,358.0,0.5142857142857143,0.5142857142857143,5.1,5.2,5.5,5.8,5.9,6.0,6.0,6.0,6.1,6.3,6.2,6.6,6.5,6.8,7.1,5.9,6.0,6.3,6.4,6.6,6.8,6.7,6.9,6.9,7.0,7.1,7.2,6.8,7.0,7.0,5.642857142857143,5.999999999999999,6.39,,,,,
COOP,N,0,COOP INSURANCE,2022-02-24,4.8,24,2,2022,7.999999999999972,-0.6263255654690667,-0.5046350663264403,-0.12169049914262642,5.909999999999999,7.293968359845213,4.526031640154786,-173.0,0.4928571428571429,0.4928571428571429,4.5,5.1,5.2,5.5,5.8,5.9,6.0,6.0,6.0,6.1,6.3,6.2,6.6,6.5,6.8,7.1,5.9,6.0,6.3,6.4,6.6,6.8,6.7,6.9,6.9,7.0,7.1,7.2,6.8,7.0,5.428571428571429,5.8357142857142845,6.306666666666667,,,,,
COOP,N,0,COOP INSURANCE,2022-02-25,4.3,25,2,2022,17.857142857142833,-0.6290808443682563,-0.5295242219348035,-0.09955662243345276,5.834999999999999,7.290696613851583,4.379303386148415,22.0,0.4928571428571429,0.4928571428571429,4.4,4.5,5.1,5.2,5.5,5.8,5.9,6.0,6.0,6.0,6.1,6.3,6.2,6.6,6.5,6.8,7.1,5.9,6.0,6.3,6.4,6.6,6.8,6.7,6.9,6.9,7.0,7.1,7.2,6.8,5.2,5.685714285714286,6.220000000000001,,,,,
COOP,N,0,COOP INSURANCE,2022-02-28,4.9,28,2,2022,34.48275862068965,-0.5841844863050207,-0.5404562748088471,-0.043728211496173675,5.8,7.272555959083253,4.327444040916746,41.0,0.5,0.5,4.8,4.4,4.5,5.1,5.2,5.5,5.8,5.9,6.0,6.0,6.0,6.1,6.3,6.2,6.6,6.5,6.8,7.1,5.9,6.0,6.3,6.4,6.6,6.8,6.7,6.9,6.9,7.0,7.1,7.2,5.042857142857143,5.557142857142857,6.153333333333333,,,,,
COOP,N,0,COOP INSURANCE,2022-03-02,5.4,2,3,2022,29.032258064516128,-0.5662835278645364,-0.5456217254199849,-0.020661802444551514,5.755000000000001,7.26910908318704,4.240890916812962,-207.0,0.5,0.5,5.3,4.8,4.4,4.5,5.1,5.2,5.5,5.8,5.9,6.0,6.0,6.0,6.1,6.3,6.2,6.6,6.5,6.8,7.1,5.9,6.0,6.3,6.4,6.6,6.8,6.7,6.9,6.9,7.0,7.1,4.971428571428571,5.492857142857142,6.09,,,,,
COOP,N,0,COOP INSURANCE,2022-03-03,5.1,3,3,2022,29.032258064516128,-0.5617596028429084,-0.5488493009045696,-0.012910301938338753,5.64,7.071083505599874,4.208916494400126,-20.0,0.4928571428571428,0.4928571428571428,5.0,5.3,4.8,4.4,4.5,5.1,5.2,5.5,5.8,5.9,6.0,6.0,6.0,6.1,6.3,6.2,6.6,6.5,6.8,7.1,5.9,6.0,6.3,6.4,6.6,6.8,6.7,6.9,6.9,7.0,4.9,5.3999999999999995,6.02,,,,,
COOP,N,0,COOP INSURANCE,2022-03-04,4.9,4,3,2022,32.25806451612904,-0.5438361903291788,-0.5478466787894916,0.004010488460312711,5.545,6.902203006185893,4.187796993814107,-111.0,0.47857142857142854,0.47857142857142854,4.8,5.0,5.3,4.8,4.4,4.5,5.1,5.2,5.5,5.8,5.9,6.0,6.0,6.0,6.1,6.3,6.2,6.6,6.5,6.8,7.1,5.9,6.0,6.3,6.4,6.6,6.8,6.7,6.9,6.9,4.842857142857143,5.307142857142857,5.946666666666667,,,,,
