COMPANY ID, MAIN TYPE ,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30
CBNK,N,0,CARGILLS BANK,2024-02-26,7.9,26,2,2024,54.545454545454575,-0.027733389761171345,-0.03842667135757201,0.010693281596400664,7.82,8.076289310206874,7.563710689793126,-8.0,0.17142857142857157,0.17142857142857157,7.8,7.8,7.8,7.7,7.8,7.8,7.7,7.8,7.9,7.9,8.0,7.9,8.0,7.8,7.8,7.9,8.0,7.5,7.6,7.7,7.6,7.8,7.8,7.8,7.8,7.9,8.0,8.0,8.0,8.1,7.771428571428571,7.835714285714287,7.833333333333333
CBNK,N,0,CARGILLS BANK,2024-02-27,7.8,27,2,2024,39.99999999999998,-0.027306667465397005,-0.03620267057913701,0.008896003113740003,7.83,8.06485717944496,7.595142820555041,19.0,0.17142857142857157,0.17142857142857157,7.9,7.8,7.8,7.8,7.7,7.8,7.8,7.7,7.8,7.9,7.9,8.0,7.9,8.0,7.8,7.8,7.9,8.0,7.5,7.6,7.7,7.6,7.8,7.8,7.8,7.8,7.9,8.0,8.0,8.0,7.799999999999999,7.842857142857143,7.826666666666668
CBNK,N,0,CARGILLS BANK,2024-02-28,8.0,28,2,2024,44.444444444444414,-0.026661153786766256,-0.03429436722066286,0.007633213433896606,7.845000000000001,8.022408241664603,7.667591758335398,0.0,0.1785714285714287,0.1785714285714287,7.8,7.9,7.8,7.8,7.8,7.7,7.8,7.8,7.7,7.8,7.9,7.9,8.0,7.9,8.0,7.8,7.8,7.9,8.0,7.5,7.6,7.7,7.6,7.8,7.8,7.8,7.8,7.9,8.0,8.0,7.8,7.828571428571429,7.820000000000002
CBNK,N,0,CARGILLS BANK,2024-02-29,7.7,29,2,2024,37.499999999999986,-0.02585157863927101,-0.03260580950438449,0.006754230865113481,7.835000000000001,7.99754554017745,7.672454459822552,-7.0,0.1857142857142859,0.1857142857142859,7.8,7.8,7.9,7.8,7.8,7.8,7.7,7.8,7.8,7.7,7.8,7.9,7.9,8.0,7.9,8.0,7.8,7.8,7.9,8.0,7.5,7.6,7.7,7.6,7.8,7.8,7.8,7.8,7.9,8.0,7.8,7.821428571428572,7.813333333333335
CBNK,N,0,CARGILLS BANK,2024-03-01,7.9,1,3,2024,50.0,-0.016945483254318994,-0.02947374425437139,0.012528261000052398,7.834999999999999,7.997545540177448,7.67245445982255,3.0,0.192857142857143,0.192857142857143,7.8,7.8,7.8,7.9,7.8,7.8,7.8,7.7,7.8,7.8,7.7,7.8,7.9,7.9,8.0,7.9,8.0,7.8,7.8,7.9,8.0,7.5,7.6,7.7,7.6,7.8,7.8,7.8,7.8,7.9,7.814285714285712,7.807142857142858,7.806666666666668
CBNK,N,0,CARGILLS BANK,2024-03-04,7.9,4,3,2024,44.44444444444443,-0.01775187025181424,-0.027129369453859964,0.009377499202045725,7.834999999999999,7.997545540177448,7.67245445982255,17.0,0.192857142857143,0.192857142857143,7.9,7.8,7.8,7.8,7.9,7.8,7.8,7.8,7.7,7.8,7.8,7.7,7.8,7.9,7.9,8.0,7.9,8.0,7.8,7.8,7.9,8.0,7.5,7.6,7.7,7.6,7.8,7.8,7.8,7.8,7.828571428571428,7.807142857142857,7.8066666666666675
CBNK,N,0,CARGILLS BANK,2024-03-05,7.9,5,3,2024,55.55555555555557,-0.010204146443563822,-0.023744324851800735,0.013540178408236913,7.840000000000001,8.004156536333625,7.675843463666377,-30.0,0.192857142857143,0.192857142857143,7.8,7.9,7.8,7.8,7.8,7.9,7.8,7.8,7.8,7.7,7.8,7.8,7.7,7.8,7.9,7.9,8.0,7.9,8.0,7.8,7.8,7.9,8.0,7.5,7.6,7.7,7.6,7.8,7.8,7.8,7.828571428571428,7.799999999999999,7.8066666666666675
CBNK,N,0,CARGILLS BANK,2024-03-06,7.9,6,3,2024,55.55555555555552,-0.012151609027485577,-0.021425781686937706,0.009274172659452129,7.83,7.976539019413008,7.683460980586992,15.0,0.20000000000000018,0.20000000000000018,7.9,7.8,7.9,7.8,7.8,7.8,7.9,7.8,7.8,7.8,7.7,7.8,7.8,7.7,7.8,7.9,7.9,8.0,7.9,8.0,7.8,7.8,7.9,8.0,7.5,7.6,7.7,7.6,7.8,7.8,7.8428571428571425,7.807142857142857,7.8100000000000005
CBNK,N,0,CARGILLS BANK,2024-03-07,7.8,7,3,2024,55.55555555555557,-0.0055617109490491146,-0.01825296753935999,0.012691256590310875,7.83,7.976539019413008,7.683460980586992,-2.0,0.20000000000000018,0.20000000000000018,7.8,7.9,7.8,7.9,7.8,7.8,7.8,7.9,7.8,7.8,7.8,7.7,7.8,7.8,7.7,7.8,7.9,7.9,8.0,7.9,8.0,7.8,7.8,7.9,8.0,7.5,7.6,7.7,7.6,7.8,7.828571428571427,7.814285714285714,7.8100000000000005
CBNK,N,0,CARGILLS BANK,2024-03-11,7.9,11,3,2024,50.0,-0.00831251204487149,-0.01626487644046229,0.0079523643955908,7.82,7.943117402250216,7.696882597749784,36.0,0.2071428571428573,0.2071428571428573,7.9,7.8,7.9,7.8,7.9,7.8,7.8,7.8,7.9,7.8,7.8,7.8,7.7,7.8,7.8,7.7,7.8,7.9,7.9,8.0,7.9,8.0,7.8,7.8,7.9,8.0,7.5,7.6,7.7,7.6,7.8428571428571425,7.82142857142857,7.8133333333333335
