COMPANY ID, MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30,MAIN TYPE,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15, MAIN TYPE 
PLR,,0,PRIMERESIDENCIES,2021-08-16,8.5,16,8,2021,7.692307692307665,-0.3447953695803925,-0.2534087519644249,-0.09138661761596756,9.309999999999999,10.160758175796278,8.459241824203719,-211.0,0.2785714285714286,0.2785714285714286,8.5,8.5,8.8,9.0,9.2,9.2,9.3,9.5,9.5,9.6,9.5,9.6,9.6,9.6,9.6,9.6,9.7,9.6,9.8,9.7,9.7,9.7,9.7,9.8,10.1,10.1,10.1,10.2,10.2,10.2,8.928571428571429,9.242857142857142,9.573333333333332,N,,,,,
PLR,,0,PRIMERESIDENCIES,2021-08-17,8.6,17,8,2021,6.666666666666643,-0.37382533087594716,-0.2774920677467294,-0.09633326312921775,9.235000000000001,10.164685855261705,8.305314144738297,235.0,0.2857142857142857,0.2857142857142857,8.5,8.5,8.5,8.8,9.0,9.2,9.2,9.3,9.5,9.5,9.6,9.5,9.6,9.6,9.6,9.6,9.6,9.7,9.6,9.8,9.7,9.7,9.7,9.7,9.8,10.1,10.1,10.1,10.2,10.2,8.814285714285715,9.164285714285713,9.516666666666667,N,,,,,
PLR,,0,PRIMERESIDENCIES,2021-08-18,8.4,18,8,2021,12.499999999999972,-0.3843322768382649,-0.2988601095650365,-0.08547216727322837,9.175,10.158816414196322,8.19118358580368,-57.0,0.27142857142857135,0.27142857142857135,8.3,8.5,8.5,8.5,8.8,9.0,9.2,9.2,9.3,9.5,9.5,9.6,9.5,9.6,9.6,9.6,9.6,9.6,9.7,9.6,9.8,9.7,9.7,9.7,9.7,9.8,10.1,10.1,10.1,10.2,8.685714285714285,9.071428571428571,9.453333333333335,N,,,,,
PLR,,0,PRIMERESIDENCIES,2021-08-19,8.5,19,8,2021,27.77777777777773,-0.3642527356197025,-0.3119386347759697,-0.05231410084373278,9.125,10.09805812018767,8.15194187981233,622.0,0.35714285714285704,0.35714285714285704,8.4,8.3,8.5,8.5,8.5,8.8,9.0,9.2,9.2,9.3,9.5,9.5,9.6,9.5,9.6,9.6,9.6,9.6,9.6,9.7,9.6,9.8,9.7,9.7,9.7,9.7,9.8,10.1,10.1,10.1,8.571428571428571,8.985714285714286,9.393333333333336,N,,,,,
PLR,,0,PRIMERESIDENCIES,2021-08-20,9.5,20,8,2021,45.83333333333335,-0.2885294171650479,-0.30725679125378536,0.01872737408873748,9.115,10.071473787023544,8.158526212976456,-2.0,0.42142857142857143,0.42142857142857143,8.7,8.4,8.3,8.5,8.5,8.5,8.8,9.0,9.2,9.2,9.3,9.5,9.5,9.6,9.5,9.6,9.6,9.6,9.6,9.6,9.7,9.6,9.8,9.7,9.7,9.7,9.7,9.8,10.1,10.1,8.528571428571428,8.928571428571429,9.346666666666668,N,,,,,
PLR,,0,PRIMERESIDENCIES,2021-08-23,9.3,23,8,2021,42.30769230769229,-0.24984557031692844,-0.295774547066414,0.04592897674948554,9.09,10.018836283801008,8.161163716198992,-570.0,0.44285714285714295,0.44285714285714295,9.4,8.7,8.4,8.3,8.5,8.5,8.5,8.8,9.0,9.2,9.2,9.3,9.5,9.5,9.6,9.5,9.6,9.6,9.6,9.6,9.6,9.7,9.6,9.8,9.7,9.7,9.7,9.7,9.8,10.1,8.614285714285714,8.914285714285715,9.323333333333332,N,,,,,
PLR,,0,PRIMERESIDENCIES,2021-08-24,9.1,24,8,2021,42.30769230769229,-0.216690470133166,-0.2799577316797644,0.0632672615465984,9.065,9.962423211786186,8.167576788213813,-72.0,0.45000000000000007,0.45000000000000007,9.1,9.4,8.7,8.4,8.3,8.5,8.5,8.5,8.8,9.0,9.2,9.2,9.3,9.5,9.5,9.6,9.5,9.6,9.6,9.6,9.6,9.6,9.7,9.6,9.8,9.7,9.7,9.7,9.7,9.8,8.700000000000001,8.885714285714286,9.29,N,,,,,
PLR,,0,PRIMERESIDENCIES,2021-08-25,9.1,25,8,2021,43.99999999999998,-0.19622205295063644,-0.2632105959339388,0.06698854298330237,9.035,9.896516410938174,8.173483589061826,-51.0,0.4499999999999999,0.4499999999999999,9.1,9.1,9.4,8.7,8.4,8.3,8.5,8.5,8.5,8.8,9.0,9.2,9.2,9.3,9.5,9.5,9.6,9.5,9.6,9.6,9.6,9.6,9.6,9.7,9.6,9.8,9.7,9.7,9.7,9.7,8.785714285714286,8.857142857142858,9.266666666666667,N,,,,,
PLR,,0,PRIMERESIDENCIES,2021-08-26,9.2,26,8,2021,61.76470588235296,-0.09817731523839157,-0.2302039397948294,0.13202662455643782,9.055,9.98739928198848,8.122600718011519,797.0,0.5214285714285712,0.5214285714285712,9.0,9.1,9.1,9.4,8.7,8.4,8.3,8.5,8.5,8.5,8.8,9.0,9.2,9.2,9.3,9.5,9.5,9.6,9.5,9.6,9.6,9.6,9.6,9.6,9.7,9.6,9.8,9.7,9.7,9.7,8.857142857142858,8.835714285714285,9.243333333333332,N,,,,,
PLR,,0,PRIMERESIDENCIES,2021-08-27,10.2,27,8,2021,64.8648648648649,0.0036888161912980166,-0.1834253885976039,0.18711420478890192,9.095,10.166103710148901,8.0238962898511,-129.0,0.5499999999999997,0.5499999999999997,10.0,9.0,9.1,9.1,9.4,8.7,8.4,8.3,8.5,8.5,8.5,8.8,9.0,9.2,9.2,9.3,9.5,9.5,9.6,9.5,9.6,9.6,9.6,9.6,9.6,9.7,9.6,9.8,9.7,9.7,9.1,8.892857142857142,9.253333333333332,N,,,,,
