COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
KZOO,N,0,SHAW WALLACE,2021-08-30,7.6,30,8,2021,43.5897435897436,0.1985207965255409,0.3246195075107689,-0.126098710985228,7.984999999999999,9.497439646468754,6.472560353531245,39.0,1.0,1.0,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.1,7.2,7.2,7.3,6.7,6.7,6.7,6.7,6.9,6.7,6.9,6.9,8.028571428571428,8.37142857142857,7.599999999999999,,,,
KZOO,N,0,SHAW WALLACE,2021-08-31,7.8,31,8,2021,39.47368421052631,0.14588267741583394,0.2888721414917819,-0.14298946407594798,8.004999999999999,9.478234893909177,6.531765106090822,-168.0,0.9571428571428572,0.9571428571428572,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.1,7.2,7.2,7.3,6.7,6.7,6.7,6.7,6.9,6.7,6.9,7.857142857142857,8.335714285714285,7.623333333333332,,,,
KZOO,N,0,SHAW WALLACE,2021-09-01,7.8,1,9,2021,36.111111111111114,0.14286554503739168,0.2596708222009039,-0.11680527716351219,8.05,9.460487037944883,6.639512962055117,317.0,0.9285714285714285,0.9285714285714285,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.1,7.2,7.2,7.3,6.7,6.7,6.7,6.7,6.9,6.7,7.785714285714286,8.278571428571428,7.643333333333332,,,,
KZOO,N,0,SHAW WALLACE,2021-09-02,8.2,2,9,2021,32.35294117647061,0.13887359750399852,0.23551137726152283,-0.0966377797575243,8.11,9.392924291157552,6.827075708842446,-213.0,0.7857142857142856,0.7857142857142856,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.1,7.2,7.2,7.3,6.7,6.7,6.7,6.7,6.9,7.842857142857143,8.207142857142857,7.6866666666666665,,,,
KZOO,N,0,SHAW WALLACE,2021-09-03,8.1,3,9,2021,37.14285714285714,0.15011781413733427,0.21843266463668512,-0.06831485049935085,8.169999999999998,9.341773285059423,6.998226714940574,408.0,0.7714285714285714,0.7714285714285714,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.1,7.2,7.2,7.3,6.7,6.7,6.7,6.7,7.8428571428571425,8.12142857142857,7.723333333333332,,,,
KZOO,N,0,SHAW WALLACE,2021-09-06,8.3,6,9,2021,41.935483870967744,0.14923943327584777,0.20459401836451765,-0.05535458508866989,8.23,9.239637767247562,7.220362232752439,-494.0,0.7571428571428572,0.7571428571428572,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.1,7.2,7.2,7.3,6.7,6.7,6.7,7.871428571428571,8.057142857142855,7.773333333333332,,,,
KZOO,N,0,SHAW WALLACE,2021-09-07,8.1,7,9,2021,37.50000000000002,0.13089609290544235,0.18985443327270263,-0.058958340367260276,8.219999999999999,9.238977815987027,7.201022184012971,-4.0,0.7214285714285714,0.7214285714285714,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.1,7.2,7.2,7.3,6.7,6.7,7.885714285714285,8.02142857142857,7.8199999999999985,,,,
KZOO,N,0,SHAW WALLACE,2021-09-08,7.8,8,9,2021,30.555555555555557,0.0751467966846926,0.16691290595510064,-0.09176610927040804,8.175,9.256665382639202,7.0933346173608,133.0,0.6499999999999998,0.6499999999999998,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.1,7.2,7.2,7.3,6.7,7.9,7.9642857142857135,7.8599999999999985,,,,
KZOO,N,0,SHAW WALLACE,2021-09-09,7.7,9,9,2021,50.0,0.07847544726177169,0.14922541421643487,-0.07074996695466318,8.125,9.136252480317046,7.113747519682955,-178.0,0.6285714285714283,0.6285714285714283,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.1,7.2,7.2,7.3,7.871428571428571,7.864285714285714,7.883333333333334,,,,
KZOO,N,0,SHAW WALLACE,2021-09-10,8.1,10,9,2021,48.57142857142858,0.040303017403224395,0.1274409348537928,-0.0871379174505684,8.04,8.951678613732298,7.1283213862677,0.0,0.6214285714285712,0.6214285714285712,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.1,7.2,7.2,7.942857142857142,7.864285714285713,7.906666666666666,,,,
KZOO,N,0,SHAW WALLACE,2021-09-13,7.9,13,9,2021,38.23529411764705,-0.01399507456462068,0.0991537329701101,-0.11314880753473078,7.945,8.78473680087087,7.10526319912913,37.0,0.607142857142857,0.607142857142857,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.1,7.2,7.871428571428571,7.857142857142856,7.916666666666666,,,,
KZOO,N,0,SHAW WALLACE,2021-09-14,7.5,14,9,2021,41.66666666666667,-0.04042241072672592,0.0712385042307429,-0.11166091495746883,7.885000000000001,8.6987631881056,7.071236811894401,13.0,0.5999999999999999,0.5999999999999999,7.2,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.1,7.757142857142857,7.8,7.916666666666667,,,,
KZOO,N,0,SHAW WALLACE,2021-09-15,7.5,15,9,2021,43.24324324324324,-0.05268972640100422,0.04645285810439348,-0.0991425845053977,7.825,8.558771798743708,7.091228201256293,-3.0,0.5999999999999999,0.5999999999999999,7.4,7.2,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.1,7.642857142857143,7.757142857142857,7.926666666666667,,,,
KZOO,N,0,SHAW WALLACE,2021-09-16,7.6,16,9,2021,44.44444444444444,-0.06967762641474362,0.023226761200566062,-0.09290438761530968,7.755,8.351392664715378,7.158607335284621,-46.0,0.5999999999999999,0.5999999999999999,7.5,7.4,7.2,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,6.8,7.557142857142857,7.721428571428571,7.94,,,,
KZOO,N,0,SHAW WALLACE,2021-09-17,7.6,17,9,2021,45.714285714285715,-0.09017039564015583,0.0005473298324216828,-0.09071772547257752,7.720000000000001,8.337635559379898,7.102364440620104,-23.0,0.5999999999999999,0.5999999999999999,7.4,7.5,7.4,7.2,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.0,7.485714285714286,7.692857142857142,7.96,,,,
KZOO,N,0,SHAW WALLACE,2021-09-21,7.5,21,9,2021,47.05882352941176,-0.10519840120832669,-0.020601816375727992,-0.08459658483259869,7.705000000000001,8.348918922650485,7.061081077349517,-87.0,0.5857142857142856,0.5857142857142856,7.3,7.4,7.5,7.4,7.2,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,6.9,7.471428571428572,7.671428571428572,7.97,,,,
KZOO,N,0,SHAW WALLACE,2021-09-22,7.3,22,9,2021,41.93548387096773,-0.09981922151149902,-0.0364452974028822,-0.06337392410861682,7.6800000000000015,8.314449616431018,7.045550383568985,63.0,0.5499999999999999,0.5499999999999999,7.3,7.3,7.4,7.5,7.4,7.2,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,8.1,7.371428571428572,7.6571428571428575,7.9833333333333325,,,,
KZOO,N,0,SHAW WALLACE,2021-09-23,7.5,23,9,2021,39.393939393939384,-0.11042163945259986,-0.05124056581282574,-0.05918107363977412,7.6450000000000005,8.282346472741303,7.007653527258699,2.0,0.5428571428571428,0.5428571428571428,7.5,7.3,7.3,7.4,7.5,7.4,7.2,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,8.3,7.371428571428572,7.621428571428572,7.963333333333333,,,,
KZOO,N,0,SHAW WALLACE,2021-09-24,7.6,24,9,2021,37.50000000000002,-0.10949280291696528,-0.06289101323365365,-0.046601789683311634,7.615,8.23831879146185,6.99168120853815,3.0,0.5071428571428571,0.5071428571428571,7.3,7.5,7.3,7.3,7.4,7.5,7.4,7.2,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,9.0,7.385714285714286,7.571428571428572,7.929999999999999,,,,
KZOO,N,0,SHAW WALLACE,2021-09-27,7.2,27,9,2021,38.70967741935485,-0.10751730075466526,-0.07181627073785597,-0.035701030016809285,7.595000000000001,8.218993927095944,6.971006072904056,52.0,0.49285714285714277,0.49285714285714277,7.4,7.3,7.5,7.3,7.3,7.4,7.5,7.4,7.2,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,9.2,7.385714285714285,7.514285714285714,7.876666666666666,,,,
KZOO,N,0,SHAW WALLACE,2021-09-28,7.5,28,9,2021,41.379310344827594,-0.10474427426562993,-0.07840187144341076,-0.02634240282221917,7.585000000000001,8.215037592863347,6.954962407136655,-24.0,0.47857142857142854,0.47857142857142854,7.4,7.4,7.3,7.5,7.3,7.3,7.4,7.5,7.4,7.2,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,9.1,7.371428571428571,7.464285714285715,7.816666666666666,,,,
KZOO,N,0,SHAW WALLACE,2021-09-29,7.5,29,9,2021,51.99999999999999,-0.09340080024412778,-0.08140165720355418,-0.011999143040573604,7.585000000000001,8.215037592863347,6.954962407136655,50.0,0.4357142857142856,0.4357142857142856,7.4,7.4,7.4,7.3,7.5,7.3,7.3,7.4,7.5,7.4,7.2,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,8.6,7.371428571428571,7.42857142857143,7.760000000000001,,,,
KZOO,N,0,SHAW WALLACE,2021-09-30,7.6,30,9,2021,39.99999999999999,-0.07547185848660742,-0.08021569746016483,0.004743838973557402,7.565,8.164210006240662,6.965789993759339,-101.0,0.4071428571428571,0.4071428571428571,7.5,7.4,7.4,7.4,7.3,7.5,7.3,7.3,7.4,7.5,7.4,7.2,7.5,8.0,7.4,7.9,8.1,8.2,8.0,8.0,7.5,7.6,7.8,8.0,8.0,8.0,7.6,8.0,8.8,8.7,7.3999999999999995,7.435714285714286,7.723333333333334,,,,
KZOO,N,0,SHAW WALLACE,2021-11-17,12.3,17,11,2021,85.71428571428574,0.8812147293335162,0.47013438918604133,0.41108034014747485,8.945,11.966658659185642,5.923341340814359,1076.0,1.1142857142857139,1.1142857142857139,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,7.9,8.0,8.0,7.9,8.2,8.3,8.3,8.1,8.1,7.9,8.1,8.0,10.12857142857143,9.064285714285713,8.526666666666667,,,,
KZOO,N,0,SHAW WALLACE,2021-11-19,12.5,19,11,2021,80.70175438596493,0.9455229597883701,0.5652121033065072,0.3803108564818629,9.135,12.35158530939746,5.918414690602539,-1246.0,1.1571428571428568,1.1571428571428568,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,7.9,8.0,8.0,7.9,8.2,8.3,8.3,8.1,8.1,7.9,8.1,10.7,9.35,8.66,,,,
KZOO,N,0,SHAW WALLACE,2021-11-22,11.7,22,11,2021,82.75862068965519,1.0010861265574054,0.6523869079566869,0.3486992186007185,9.32,12.729954467978157,5.910045532021844,-135.0,1.2214285714285713,1.2214285714285713,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,7.9,8.0,8.0,7.9,8.2,8.3,8.3,8.1,8.1,7.9,11.214285714285712,9.6,8.78,,,,
KZOO,N,0,SHAW WALLACE,2021-11-23,12.5,23,11,2021,85.24590163934427,1.0651189651763655,0.7349333194006226,0.33018564577574294,9.535,13.131650488557664,5.938349511442336,682.0,1.2714285714285711,1.2714285714285711,11.9,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,7.9,8.0,8.0,7.9,8.2,8.3,8.3,8.1,8.1,11.471428571428572,9.87142857142857,8.913333333333334,,,,
KZOO,N,0,SHAW WALLACE,2021-11-24,12.5,24,11,2021,78.7878787878788,1.063262995830236,0.8005992546865452,0.26266374114369073,9.73,13.375963882374442,6.0840361176255575,-686.0,1.3142857142857143,1.3142857142857143,12.3,11.9,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,7.9,8.0,8.0,7.9,8.2,8.3,8.3,8.1,11.62857142857143,10.178571428571427,9.053333333333335,,,,
KZOO,N,0,SHAW WALLACE,2021-11-25,11.9,25,11,2021,77.61194029850745,1.0337375156208157,0.8472269068733994,0.18651060874741632,9.91,13.551804064211202,6.268195935788798,-145.0,1.3428571428571427,1.3428571428571427,11.8,12.3,11.9,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,7.9,8.0,8.0,7.9,8.2,8.3,8.3,11.728571428571428,10.450000000000001,9.17666666666667,,,,
KZOO,N,0,SHAW WALLACE,2021-11-26,11.8,26,11,2021,78.78787878787878,0.9988245323727423,0.8775464319732681,0.12127810039947418,10.09,13.689941519992844,6.490058480007155,-62.0,1.3499999999999999,1.3499999999999999,11.6,11.8,12.3,11.9,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,7.9,8.0,8.0,7.9,8.2,8.3,11.842857142857142,10.714285714285714,9.286666666666667,,,,
KZOO,N,0,SHAW WALLACE,2021-11-29,11.4,29,11,2021,72.46376811594203,0.9202023998294031,0.8860776255444951,0.03412477428490801,10.235000000000001,13.746949526072974,6.723050473927028,345.0,1.3714285714285714,1.3714285714285714,11.6,11.6,11.8,12.3,11.9,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,7.9,8.0,8.0,7.9,8.2,11.842857142857142,10.985714285714284,9.396666666666665,,,,
KZOO,N,0,SHAW WALLACE,2021-11-30,11.2,30,11,2021,74.66666666666667,0.90395768174184,0.8896536367839641,0.01430404495787585,10.42,13.847197719788905,6.992802280211094,-48.0,1.307142857142857,1.307142857142857,11.1,11.6,11.6,11.8,12.3,11.9,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,7.9,8.0,8.0,7.9,11.714285714285714,11.207142857142856,9.493333333333332,,,,
KZOO,N,0,SHAW WALLACE,2021-12-01,12.0,1,12,2021,65.45454545454547,0.8809288264682014,0.8879086747208116,-0.006979848252610221,10.610000000000001,13.89050060364669,7.329499396353313,-242.0,1.2142857142857142,1.2142857142857142,11.8,11.1,11.6,11.6,11.8,12.3,11.9,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,7.9,8.0,8.0,11.72857142857143,11.47142857142857,9.623333333333333,,,,
KZOO,N,0,SHAW WALLACE,2021-12-02,11.8,2,12,2021,54.34782608695652,0.8368927851402148,0.8777054968046922,-0.04081271166447742,10.790000000000001,13.855529918987987,7.724470081012014,-144.0,0.9071428571428571,0.9071428571428571,11.8,11.8,11.1,11.6,11.6,11.8,12.3,11.9,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,7.9,8.0,11.714285714285714,11.592857142857143,9.749999999999998,,,,
KZOO,N,0,SHAW WALLACE,2021-12-03,11.9,3,12,2021,54.34782608695652,0.7848771654656925,0.8591398305368924,-0.07426266507119983,10.97,13.728412968585946,8.211587031414055,-54.0,0.8785714285714287,0.8785714285714287,11.6,11.8,11.8,11.1,11.6,11.6,11.8,12.3,11.9,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,7.9,11.614285714285714,11.62142857142857,9.87,,,,
KZOO,N,0,SHAW WALLACE,2021-12-06,11.2,6,12,2021,54.34782608695651,0.7112480940344774,0.8295614832364094,-0.11831338920193202,11.139999999999999,13.460072594145544,8.819927405854454,-36.0,0.8285714285714286,0.8285714285714286,11.5,11.6,11.8,11.8,11.1,11.6,11.6,11.8,12.3,11.9,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.2,11.571428571428571,11.65,9.989999999999998,,,,
KZOO,N,0,SHAW WALLACE,2021-12-07,11.5,7,12,2021,46.153846153846175,0.6534333162005108,0.7943358498292298,-0.14090253362871896,11.305,13.093236414371484,9.516763585628516,6.0,0.7857142857142857,0.7857142857142857,11.2,11.5,11.6,11.8,11.8,11.1,11.6,11.6,11.8,12.3,11.9,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,8.0,11.51428571428571,11.678571428571427,10.09,,,,
KZOO,N,0,SHAW WALLACE,2021-12-08,11.5,8,12,2021,40.000000000000036,0.6006903043226117,0.7556067407279062,-0.1549164364052945,11.465,12.428054351638837,10.501945648361163,4.0,0.7285714285714285,0.7285714285714285,11.3,11.2,11.5,11.6,11.8,11.8,11.1,11.6,11.6,11.8,12.3,11.9,11.7,12.0,11.6,10.8,11.1,11.2,10.1,8.1,8.0,7.8,7.9,8.0,8.0,8.1,8.2,8.0,8.0,7.9,11.471428571428572,11.657142857142857,10.199999999999998,,,,
