COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30
LLMP,X,0,LUCKY LANKA,2019-05-24,1.1,24,5,2019,54.54545454545455,0.08413479243957989,-0.00420195212846677,0.08833674456804666,0.8550000000000001,1.5553006872990909,0.1546993127009092,-32.0,0.3642857142857143,0.3642857142857143,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.6,0.9,0.6,0.9,0.7,0.8,1.1,0.7,0.7,1.1,0.6,1.3,1.0714285714285714,0.9000000000000001,0.8500000000000001
LLMP,X,0,LUCKY LANKA,2019-05-27,1.1,27,5,2019,48.83720930232557,0.05777598805413375,0.008193635908053335,0.04958235214608042,0.865,1.5556137621138553,0.1743862378861447,-58.0,0.3642857142857143,0.3642857142857143,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.6,0.9,0.6,0.9,0.7,0.8,1.1,0.7,0.7,1.1,0.6,1.1428571428571428,0.9285714285714287,0.8400000000000002
LLMP,N,0,LUCKY LANKA,2019-05-27,1.7,27,5,2019,58.00000000000001,0.10028375113614452,0.026611658953671572,0.07367209218247295,0.9200000000000002,1.661548876907049,0.1784511230929514,-39.0,0.4142857142857143,0.4142857142857143,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.6,0.9,0.6,0.9,0.7,0.8,1.1,0.7,0.7,1.1,1.1857142857142855,0.9214285714285716,0.8466666666666668
LLMP,X,0,LUCKY LANKA,2019-05-28,0.8,28,5,2019,49.152542372881356,0.060649847554971936,0.03341929667393165,0.02723055088104029,0.9100000000000001,1.658050096830701,0.16194990316929914,-6.0,0.4785714285714286,0.4785714285714286,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.6,0.9,0.6,0.9,0.7,0.8,1.1,0.7,0.7,1.2285714285714289,0.9785714285714288,0.8633333333333333
LLMP,N,0,LUCKY LANKA,2019-05-28,1.6,28,5,2019,54.83870967741936,0.06879251742664605,0.04049394082447453,0.02829857660217152,0.925,1.6841546545162485,0.16584534548375163,-3.0,0.5285714285714286,0.5285714285714286,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.6,0.9,0.6,0.9,0.7,0.8,1.1,0.7,1.2142857142857142,0.9714285714285715,0.8633333333333334
LLMP,N,0,LUCKY LANKA,2019-05-29,1.2,29,5,2019,56.45161290322581,0.08236534974859411,0.04886822260929845,0.03349712713929566,0.9600000000000002,1.7206091741423282,0.19939082585767232,11.0,0.5357142857142858,0.5357142857142858,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.6,0.9,0.6,0.9,0.7,0.8,1.1,1.2285714285714284,1.0142857142857145,0.88
LLMP,X,0,LUCKY LANKA,2019-05-29,0.8,29,5,2019,49.20634920634921,0.05217465883560668,0.0495295098545601,0.0026451489810465773,0.9700000000000001,1.7157952308212958,0.22420476917870436,13.0,0.5428571428571429,0.5428571428571429,1.3,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.6,0.9,0.6,0.9,0.7,0.8,1.1857142857142857,1.0714285714285714,0.8866666666666667
LLMP,N,0,LUCKY LANKA,2019-05-30,1.3,30,5,2019,56.25000000000001,0.06781244049824475,0.05318609598329704,0.014626344514947716,0.99,1.749223980543014,0.23077601945698578,-32.0,0.5571428571428572,0.5571428571428572,0.8,1.3,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.6,0.9,0.6,0.9,0.7,1.0571428571428572,1.0642857142857145,0.8866666666666666
LLMP,X,0,LUCKY LANKA,2019-05-30,0.9,30,5,2019,52.17391304347826,0.03940543250745421,0.050429963288128474,-0.011024530780674266,0.99,1.749223980543014,0.23077601945698578,1.0,0.5857142857142856,0.5857142857142856,1.3,0.8,1.3,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.6,0.9,0.6,0.9,1.1,1.1214285714285714,0.9066666666666665
LLMP,N,0,LUCKY LANKA,2019-05-31,1.3,31,5,2019,48.43749999999999,0.04063178883937102,0.048470328398376984,-0.007838539559005965,1.0050000000000001,1.7602622409677182,0.24973775903228213,44.0,0.5642857142857143,0.5642857142857143,0.8,1.3,0.8,1.3,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.6,0.9,0.6,1.1,1.1428571428571428,0.9033333333333334
LLMP,X,0,LUCKY LANKA,2019-05-31,0.8,31,5,2019,49.2063492063492,0.00922073708985427,0.04062041013667245,-0.03139967304681818,1.01,1.7552304482860532,0.26476955171394667,-20.0,0.55,0.55,1.1,0.8,1.3,0.8,1.3,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.6,0.9,1.0285714285714287,1.1285714285714286,0.92
LLMP,X,0,LUCKY LANKA,2019-06-03,0.8,3,6,2019,47.540983606557376,-0.007516932937144394,0.03099294152190908,-0.038509874459053475,1.025,1.7384054726598703,0.3115945273401295,-25.0,0.5285714285714286,0.5285714285714286,0.7,1.1,0.8,1.3,0.8,1.3,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.6,1.0285714285714287,1.1214285714285714,0.9133333333333334
LLMP,N,0,LUCKY LANKA,2019-06-03,1.2,3,6,2019,46.666666666666664,0.011364002887140345,0.027067153794955334,-0.01570315090781499,1.04,1.7549530717025017,0.32504692829749826,2.0,0.5214285714285715,0.5214285714285715,0.8,0.7,1.1,0.8,1.3,0.8,1.3,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.5,0.9714285714285714,1.0999999999999999,0.9199999999999999
LLMP,X,0,LUCKY LANKA,2019-06-04,0.7,4,6,2019,42.1875,-0.013858785317618194,0.01888196597244063,-0.03274075129005882,1.05,1.7382472016116859,0.3617527983883143,9.0,0.5285714285714286,0.5285714285714286,1.2,0.8,0.7,1.1,0.8,1.3,0.8,1.3,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9,0.9571428571428572,1.0714285714285714,0.9433333333333334
LLMP,N,0,LUCKY LANKA,2019-06-04,1.1,4,6,2019,50.0,-0.00953067026074672,0.01319943872580316,-0.022730108986549882,1.075,1.7136663736585056,0.4363336263414943,-10.0,0.5071428571428572,0.5071428571428572,0.7,1.2,0.8,0.7,1.1,0.8,1.3,0.8,1.3,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,0.9428571428571428,1.0,0.9366666666666668
LLMP,X,0,LUCKY LANKA,2019-06-06,0.7,6,6,2019,49.18032786885246,-0.029962709230311857,0.004567009134580156,-0.03452971836489201,1.045,1.6954249622969186,0.39457503770308133,3.0,0.5071428571428572,0.5071428571428572,1.0,0.7,1.2,0.8,0.7,1.1,0.8,1.3,0.8,1.3,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.6,0.9,1.0,0.9400000000000001
LLMP,N,0,LUCKY LANKA,2019-06-06,1.0,6,6,2019,44.64285714285713,-0.021697637662531744,-0.0006859202248422239,-0.02101171743768952,1.055,1.6956411262411892,0.41435887375881053,2.0,0.47142857142857153,0.47142857142857153,0.7,1.0,0.7,1.2,0.8,0.7,1.1,0.8,1.3,0.8,1.3,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.6,0.8857142857142856,0.9928571428571429,0.9433333333333335
LLMP,X,0,LUCKY LANKA,2019-06-07,0.7,7,6,2019,50.0,-0.03890651164603698,-0.008330038509081174,-0.030576473136955804,1.0350000000000001,1.6944255873585425,0.37557441264145786,0.0,0.42857142857142866,0.42857142857142866,1.0,0.7,1.0,0.7,1.2,0.8,0.7,1.1,0.8,1.3,0.8,1.3,1.2,0.7,1.6,0.8,1.0,1.7,1.6,1.1,0.8,1.3,0.5,0.5,0.9,0.5,0.6,0.8,0.8,0.9,0.8714285714285716,0.95,0.9566666666666667
